state_history,actions
"[[19.0, -12.0], [19.0, -12.0], [18.0, -13.0], [18.0, -13.0]]","[1.9999999954092658, 0.0]"
"[[19.0, -12.0], [18.0, -13.0], [18.0, -13.0], [18.0, -14.0]]","[1.999999993931228, 0.0]"
"[[18.0, -13.0], [18.0, -13.0], [18.0, -14.0], [17.0, -14.0]]","[1.9999999890889109, 0.0]"
"[[18.0, -13.0], [18.0, -14.0], [17.0, -14.0], [17.0, -15.0]]","[-23.526999999999997, 1.9999999784982738]"
"[[18.0, -14.0], [17.0, -14.0], [17.0, -15.0], [17.0, -16.0]]","[-91.0, -70.0]"
"[[17.0, -14.0], [17.0, -15.0], [17.0, -16.0], [17.0, -16.0]]","[0.0, 0.0]"
"[[11.0, -19.0], [11.0, -19.0], [11.0, -20.0], [10.0, -19.0]]","[1.9758350231361144, 0.0]"
"[[11.0, -19.0], [11.0, -20.0], [10.0, -19.0], [10.0, -19.0]]","[1.9531528716967725, 0.0]"
"[[11.0, -20.0], [10.0, -19.0], [10.0, -19.0], [10.0, -18.0]]","[1.9128890069398428, 0.0]"
"[[10.0, -19.0], [10.0, -19.0], [10.0, -18.0], [9.0, -18.0]]","[1.815689393674865, 0.0]"
"[[10.0, -19.0], [10.0, -18.0], [9.0, -18.0], [9.0, -17.0]]","[1.6334364982527003, 0.0]"
"[[10.0, -18.0], [9.0, -18.0], [9.0, -17.0], [9.0, -17.0]]","[1.2622933878585072, 0.0]"
"[[9.0, -18.0], [9.0, -17.0], [9.0, -17.0], [8.0, -17.0]]","[0.4392528958163746, 0.0]"
"[[9.0, -17.0], [9.0, -17.0], [8.0, -17.0], [8.0, -16.0]]","[-1.184477441162397, -1.185105335387096]"
"[[9.0, -17.0], [8.0, -17.0], [8.0, -16.0], [8.0, -16.0]]","[-4.373611914631162, -4.374335597742159]"
"[[8.0, -17.0], [8.0, -16.0], [8.0, -16.0], [7.0, -16.0]]","[-10.729812547568205, -10.709815500817975]"
"[[8.0, -16.0], [8.0, -16.0], [7.0, -16.0], [7.0, -16.0]]","[-23.497523227335556, -23.486563277400514]"
"[[8.0, -16.0], [7.0, -16.0], [7.0, -16.0], [7.0, -17.0]]","[-46.336668700000004, -46.336668700000004]"
"[[7.0, -16.0], [7.0, -16.0], [7.0, -17.0], [6.0, -17.0]]","[-99.19000000000001, -97.30000000000001]"
"[[7.0, -16.0], [7.0, -17.0], [6.0, -17.0], [6.0, -17.0]]","[0.0, 0.0]"
"[[11.0, -13.0], [11.0, -14.0], [11.0, -15.0], [10.0, -14.0]]","[1.978983907894073, 0.0]"
"[[11.0, -14.0], [11.0, -15.0], [10.0, -14.0], [10.0, -13.0]]","[1.9584187316716362, 0.0]"
"[[11.0, -15.0], [10.0, -14.0], [10.0, -13.0], [10.0, -13.0]]","[1.9100419821427181, 0.0]"
"[[10.0, -14.0], [10.0, -13.0], [10.0, -13.0], [9.0, -12.0]]","[1.8132536195720426, 0.0]"
"[[10.0, -13.0], [10.0, -13.0], [9.0, -12.0], [9.0, -12.0]]","[1.6210045461229288, 0.0]"
"[[10.0, -13.0], [9.0, -12.0], [9.0, -12.0], [9.0, -11.0]]","[1.2100866702729498, 0.0]"
"[[9.0, -12.0], [9.0, -12.0], [9.0, -11.0], [8.0, -11.0]]","[0.41201227629021164, 0.0]"
"[[9.0, -12.0], [9.0, -11.0], [8.0, -11.0], [8.0, -11.0]]","[-1.1794989721462512, -1.1806600765403512]"
"[[9.0, -11.0], [8.0, -11.0], [8.0, -11.0], [8.0, -11.0]]","[-4.364309378105096, -4.367354401147559]"
"[[8.0, -11.0], [8.0, -11.0], [8.0, -11.0], [7.0, -11.0]]","[-4.62969196477767, -10.73928896572135]"
"[[8.0, -11.0], [8.0, -11.0], [7.0, -11.0], [7.0, -11.0]]","[-13.009762193729049, -23.485610777117433]"
"[[8.0, -11.0], [7.0, -11.0], [7.0, -11.0], [7.0, -11.0]]","[-48.98655249095073, -48.98313063323681]"
"[[7.0, -11.0], [7.0, -11.0], [7.0, -11.0], [6.0, -11.0]]","[-99.99343900000001, -99.99343900000001]"
"[[7.0, -11.0], [7.0, -11.0], [6.0, -11.0], [6.0, -11.0]]","[0.0, 0.0]"
"[[10.0, -16.0], [9.0, -15.0], [9.0, -15.0], [9.0, -15.0]]","[1.2472991657508548, 0.0]"
"[[9.0, -15.0], [9.0, -15.0], [9.0, -15.0], [8.0, -14.0]]","[0.4254084622995754, 0.0]"
"[[9.0, -15.0], [9.0, -15.0], [8.0, -14.0], [8.0, -14.0]]","[-1.184681867967128, -1.1852568346624013]"
"[[9.0, -15.0], [8.0, -14.0], [8.0, -14.0], [8.0, -14.0]]","[-4.373892888327045, -4.259073990613096]"
"[[24.0, -13.0], [24.0, -13.0], [23.0, -14.0], [23.0, -13.0]]","[1.9999999997364808, 0.0]"
"[[24.0, -13.0], [23.0, -14.0], [23.0, -13.0], [23.0, -13.0]]","[1.9999999993577509, 0.0]"
"[[23.0, -14.0], [23.0, -13.0], [23.0, -13.0], [22.0, -12.0]]","[1.9999999991329596, 0.0]"
"[[23.0, -13.0], [23.0, -13.0], [22.0, -12.0], [22.0, -12.0]]","[1.9999999991551884, 0.0]"
"[[22.0, -12.0], [22.0, -11.0], [21.0, -11.0], [21.0, -10.0]]","[1.999999999975616, 0.0]"
"[[19.0, -10.0], [19.0, -11.0], [19.0, -11.0], [18.0, -12.0]]","[1.9999999986842547, 0.0]"
"[[18.0, -12.0], [18.0, -12.0], [18.0, -13.0], [17.0, -13.0]]","[1.9999999911597333, 0.0]"
"[[18.0, -12.0], [18.0, -13.0], [17.0, -13.0], [17.0, -14.0]]","[-23.526999999999997, 1.9999999814412674]"
"[[18.0, -13.0], [17.0, -13.0], [17.0, -14.0], [17.0, -15.0]]","[-91.0, -70.0]"
"[[7.0, -6.0], [7.0, -6.0], [7.0, -6.0], [6.0, -5.0]]","[-97.30000000000001, -97.30000000000001]"
"[[7.0, -6.0], [7.0, -6.0], [6.0, -5.0], [6.0, -5.0]]","[0.0, 0.0]"
"[[23.0, -10.0], [23.0, -10.0], [22.0, -9.0], [22.0, -8.0]]","[1.9999999930724268, 0.0]"
"[[23.0, -10.0], [22.0, -9.0], [22.0, -8.0], [22.0, -8.0]]","[1.9999999949236589, 0.0]"
"[[22.0, -8.0], [22.0, -8.0], [21.0, -8.0], [21.0, -8.0]]","[1.999999997952802, 0.0]"
"[[19.0, -8.0], [19.0, -8.0], [19.0, -8.0], [18.0, -8.0]]","[1.9999999981211944, 0.0]"
"[[19.0, -8.0], [18.0, -8.0], [18.0, -9.0], [18.0, -10.0]]","[1.9999999937389008, 0.0]"
"[[18.0, -8.0], [18.0, -9.0], [18.0, -10.0], [17.0, -10.0]]","[1.9999999890494937, 0.0]"
"[[15.0, -17.0], [15.0, -17.0], [15.0, -17.0], [14.0, -17.0]]","[1.9999953198203366, 0.0]"
"[[13.0, -17.0], [13.0, -17.0], [13.0, -17.0], [12.0, -17.0]]","[1.9996228669272402, 0.0]"
"[[11.0, -10.0], [11.0, -11.0], [11.0, -12.0], [10.0, -11.0]]","[1.9755039667972474, 0.0]"
"[[11.0, -11.0], [11.0, -12.0], [10.0, -11.0], [10.0, -10.0]]","[1.9509743468373426, 0.0]"
"[[11.0, -12.0], [10.0, -11.0], [10.0, -10.0], [10.0, -10.0]]","[1.901881555679072, 0.0]"
"[[10.0, -11.0], [10.0, -10.0], [10.0, -10.0], [9.0, -9.0]]","[1.8026853311169986, 0.0]"
"[[10.0, -10.0], [10.0, -10.0], [9.0, -9.0], [9.0, -9.0]]","[1.6073184864532626, 0.0]"
"[[10.0, -10.0], [9.0, -9.0], [9.0, -9.0], [9.0, -8.0]]","[1.2174705316425878, 0.0]"
"[[9.0, -9.0], [9.0, -9.0], [9.0, -8.0], [8.0, -8.0]]","[0.4229630684905059, 0.0]"
"[[9.0, -9.0], [9.0, -8.0], [8.0, -8.0], [8.0, -8.0]]","[-1.176846675118545, -1.1828120813371925]"
"[[9.0, -8.0], [8.0, -8.0], [8.0, -8.0], [8.0, -8.0]]","[-4.372231201961977, -4.370683911113793]"
"[[8.0, -8.0], [8.0, -8.0], [8.0, -8.0], [7.0, -8.0]]","[-10.749136743448165, -10.749209544214281]"
"[[8.0, -8.0], [8.0, -8.0], [7.0, -8.0], [7.0, -8.0]]","[-23.49897210315056, -23.490330182486495]"
"[[8.0, -8.0], [7.0, -8.0], [7.0, -8.0], [7.0, -8.0]]","[-48.999764406890044, -48.99955000264326]"
"[[7.0, -8.0], [7.0, -8.0], [7.0, -8.0], [6.0, -8.0]]","[-99.999995217031, -99.999995217031]"
"[[7.0, -8.0], [7.0, -8.0], [6.0, -8.0], [6.0, -8.0]]","[0.0, 0.0]"
"[[7.0, -15.0], [7.0, -15.0], [7.0, -15.0], [6.0, -14.0]]","[-99.99803170000001, -99.99343900000001]"
"[[7.0, -15.0], [7.0, -15.0], [6.0, -14.0], [6.0, -14.0]]","[0.0, 0.0]"
"[[11.0, -12.0], [11.0, -13.0], [11.0, -14.0], [10.0, -13.0]]","[1.9757615919538842, 0.0]"
"[[11.0, -13.0], [11.0, -14.0], [10.0, -13.0], [10.0, -12.0]]","[1.9514579002550803, 0.0]"
"[[11.0, -14.0], [10.0, -13.0], [10.0, -12.0], [10.0, -12.0]]","[1.9036559918056097, 0.0]"
"[[10.0, -13.0], [10.0, -12.0], [10.0, -12.0], [9.0, -11.0]]","[1.8051242113035575, 0.0]"
"[[10.0, -12.0], [10.0, -12.0], [9.0, -11.0], [9.0, -11.0]]","[1.604259795697607, 0.0]"
"[[10.0, -12.0], [9.0, -11.0], [9.0, -11.0], [9.0, -11.0]]","[1.2306038163528843, 0.0]"
"[[9.0, -11.0], [9.0, -11.0], [9.0, -11.0], [8.0, -10.0]]","[0.4577882999441324, 0.0]"
"[[9.0, -11.0], [9.0, -11.0], [8.0, -10.0], [8.0, -10.0]]","[-1.1829141148623044, -1.0966776234156812]"
"[[9.0, -11.0], [8.0, -10.0], [8.0, -10.0], [8.0, -10.0]]","[-4.234332118396255, -4.371592594219987]"
"[[8.0, -10.0], [8.0, -10.0], [8.0, -10.0], [7.0, -10.0]]","[-10.745823605993605, -10.747270313304142]"
"[[8.0, -10.0], [8.0, -10.0], [7.0, -10.0], [7.0, -10.0]]","[-23.496219912754313, -23.469298267878493]"
"[[8.0, -10.0], [7.0, -10.0], [7.0, -10.0], [7.0, -10.0]]","[-48.9998098060586, -48.999760450580254]"
"[[7.0, -10.0], [7.0, -10.0], [7.0, -10.0], [6.0, -11.0]]","[-99.19000000000001, -99.19000000000001]"
"[[7.0, -10.0], [7.0, -10.0], [6.0, -11.0], [6.0, -11.0]]","[0.0, 0.0]"
"[[22.0, -9.0], [21.0, -9.0], [21.0, -9.0], [21.0, -8.0]]","[1.9999999998658506, 0.0]"
"[[21.0, -9.0], [21.0, -9.0], [21.0, -8.0], [20.0, -8.0]]","[1.9999999998017368, 0.0]"
"[[21.0, -9.0], [21.0, -8.0], [20.0, -8.0], [20.0, -8.0]]","[1.9999999998570694, 0.0]"
"[[20.0, -8.0], [20.0, -8.0], [20.0, -8.0], [19.0, -9.0]]","[1.999999999809318, 0.0]"
"[[20.0, -8.0], [20.0, -8.0], [19.0, -9.0], [19.0, -9.0]]","[1.9999999996588547, 0.0]"
"[[20.0, -8.0], [19.0, -9.0], [19.0, -9.0], [19.0, -9.0]]","[1.999999999329587, 0.0]"
"[[24.0, -11.0], [24.0, -12.0], [23.0, -13.0], [23.0, -12.0]]","[1.9999999999968676, 0.0]"
"[[24.0, -12.0], [23.0, -13.0], [23.0, -12.0], [23.0, -11.0]]","[1.9999999999968017, 0.0]"
"[[23.0, -13.0], [23.0, -12.0], [23.0, -11.0], [22.0, -11.0]]","[1.999999999993904, 0.0]"
"[[23.0, -12.0], [23.0, -11.0], [22.0, -11.0], [22.0, -10.0]]","[1.9999999999884466, 0.0]"
"[[23.0, -11.0], [22.0, -11.0], [22.0, -10.0], [22.0, -10.0]]","[1.9999999999861373, 0.0]"
"[[22.0, -10.0], [22.0, -10.0], [21.0, -10.0], [21.0, -9.0]]","[1.9999999999933555, 0.0]"
"[[22.0, -10.0], [21.0, -10.0], [21.0, -9.0], [21.0, -9.0]]","[1.9999999999876863, 0.0]"
"[[21.0, -10.0], [21.0, -9.0], [21.0, -9.0], [20.0, -9.0]]","[1.9999999999751257, 0.0]"
"[[20.0, -9.0], [20.0, -9.0], [19.0, -9.0], [19.0, -10.0]]","[1.9999999997250892, 0.0]"
"[[20.0, -9.0], [19.0, -9.0], [19.0, -10.0], [19.0, -10.0]]","[1.999999999436626, 0.0]"
"[[19.0, -9.0], [19.0, -10.0], [19.0, -10.0], [18.0, -10.0]]","[1.9999999988315358, 0.0]"
"[[19.0, -10.0], [18.0, -10.0], [18.0, -11.0], [18.0, -11.0]]","[1.9999999950572744, 0.0]"
"[[18.0, -10.0], [18.0, -11.0], [18.0, -11.0], [17.0, -12.0]]","[1.9999999897057628, 0.0]"
"[[18.0, -11.0], [18.0, -11.0], [17.0, -12.0], [17.0, -13.0]]","[-23.526999999999997, 1.9999999788477798]"
"[[18.0, -11.0], [17.0, -12.0], [17.0, -13.0], [17.0, -13.0]]","[-91.0, -70.0]"
"[[17.0, -12.0], [17.0, -13.0], [17.0, -13.0], [17.0, -13.0]]","[0.0, 0.0]"
"[[16.0, -14.0], [16.0, -13.0], [15.0, -13.0], [15.0, -13.0]]","[1.999998631945453, 0.0]"
"[[16.0, -13.0], [15.0, -13.0], [15.0, -13.0], [15.0, -12.0]]","[1.999997203232243, 0.0]"
"[[15.0, -13.0], [15.0, -13.0], [15.0, -12.0], [14.0, -12.0]]","[1.9999944743680256, 0.0]"
"[[15.0, -13.0], [15.0, -12.0], [14.0, -12.0], [14.0, -12.0]]","[1.9999891261828364, 0.0]"
"[[14.0, -12.0], [13.0, -12.0], [13.0, -12.0], [13.0, -13.0]]","[1.9998257137469704, 0.0]"
"[[13.0, -12.0], [13.0, -12.0], [13.0, -13.0], [12.0, -13.0]]","[1.999652023739097, 0.0]"
"[[13.0, -12.0], [13.0, -13.0], [12.0, -13.0], [12.0, -13.0]]","[1.9993469788200295, 0.0]"
"[[13.0, -13.0], [12.0, -13.0], [12.0, -13.0], [12.0, -14.0]]","[1.9986226560286124, 0.0]"
"[[11.0, -14.0], [11.0, -15.0], [11.0, -16.0], [10.0, -15.0]]","[1.977153427843541, 0.0]"
"[[11.0, -15.0], [11.0, -16.0], [10.0, -15.0], [10.0, -14.0]]","[1.95322291049325, 0.0]"
"[[11.0, -16.0], [10.0, -15.0], [10.0, -14.0], [10.0, -14.0]]","[1.9068553310181673, 0.0]"
"[[10.0, -15.0], [10.0, -14.0], [10.0, -14.0], [9.0, -13.0]]","[1.8116049118165527, 0.0]"
"[[10.0, -14.0], [10.0, -14.0], [9.0, -13.0], [9.0, -13.0]]","[1.6164798560813802, 0.0]"
"[[10.0, -14.0], [9.0, -13.0], [9.0, -13.0], [9.0, -13.0]]","[1.2813484041825545, 0.0]"
"[[9.0, -13.0], [9.0, -13.0], [9.0, -13.0], [8.0, -12.0]]","[0.7439175408972505, 0.0]"
"[[9.0, -13.0], [9.0, -13.0], [8.0, -12.0], [8.0, -12.0]]","[-1.1853038643441827, -1.0850524704267885]"
"[[9.0, -13.0], [8.0, -12.0], [8.0, -12.0], [8.0, -12.0]]","[-4.362771020867218, -4.373749166657159]"
"[[8.0, -12.0], [8.0, -12.0], [8.0, -12.0], [7.0, -12.0]]","[-10.746566083728077, -10.747978153557153]"
"[[8.0, -12.0], [8.0, -12.0], [7.0, -12.0], [7.0, -12.0]]","[-5.700532822380998, -23.49521915096721]"
"[[8.0, -12.0], [7.0, -12.0], [7.0, -12.0], [7.0, -12.0]]","[-38.49899148602644, -48.99810698400609]"
"[[7.0, -12.0], [7.0, -12.0], [7.0, -12.0], [6.0, -13.0]]","[-70.0, -70.0]"
"[[7.0, -12.0], [7.0, -12.0], [6.0, -13.0], [6.0, -13.0]]","[0.0, 0.0]"
"[[10.0, -14.0], [9.0, -13.0], [9.0, -13.0], [9.0, -12.0]]","[1.2238850211806158, 0.0]"
"[[9.0, -13.0], [9.0, -13.0], [9.0, -12.0], [8.0, -12.0]]","[0.4287854999477476, 0.0]"
"[[9.0, -13.0], [9.0, -12.0], [8.0, -12.0], [8.0, -12.0]]","[-1.1810293930285003, -0.10832961109869815]"
"[[9.0, -12.0], [8.0, -12.0], [8.0, -12.0], [8.0, -12.0]]","[-4.361684750098852, -4.372287677421648]"
"[[7.0, -12.0], [7.0, -12.0], [7.0, -12.0], [6.0, -12.0]]","[-99.99982285300001, -99.99982285300001]"
"[[7.0, -12.0], [7.0, -12.0], [6.0, -12.0], [6.0, -12.0]]","[0.0, 0.0]"
"[[17.0, -18.0], [16.0, -18.0], [16.0, -17.0], [16.0, -16.0]]","[1.9999996772563926, 0.0]"
"[[16.0, -18.0], [16.0, -17.0], [16.0, -16.0], [15.0, -16.0]]","[1.9999993771515867, 0.0]"
"[[16.0, -16.0], [15.0, -16.0], [15.0, -16.0], [15.0, -16.0]]","[1.9999975418664004, 0.0]"
"[[15.0, -16.0], [15.0, -16.0], [15.0, -16.0], [14.0, -15.0]]","[1.9999949527513299, 0.0]"
"[[15.0, -16.0], [15.0, -16.0], [14.0, -15.0], [14.0, -15.0]]","[1.9999894505553133, 0.0]"
"[[15.0, -16.0], [14.0, -15.0], [14.0, -15.0], [14.0, -15.0]]","[1.9999781047735623, 0.0]"
"[[14.0, -15.0], [14.0, -15.0], [13.0, -15.0], [13.0, -16.0]]","[1.9999132176485293, 0.0]"
"[[14.0, -15.0], [13.0, -15.0], [13.0, -16.0], [13.0, -16.0]]","[1.9998318658040481, 0.0]"
"[[13.0, -15.0], [13.0, -16.0], [13.0, -16.0], [12.0, -16.0]]","[1.9996562743619462, 0.0]"
"[[13.0, -16.0], [13.0, -16.0], [12.0, -16.0], [12.0, -16.0]]","[1.99927159010314, 0.0]"
"[[12.0, -16.0], [12.0, -16.0], [12.0, -17.0], [11.0, -18.0]]","[1.997046601367193, 0.0]"
"[[12.0, -16.0], [12.0, -17.0], [11.0, -18.0], [11.0, -18.0]]","[1.9941550758008182, 0.0]"
"[[10.0, -12.0], [9.0, -11.0], [9.0, -11.0], [9.0, -10.0]]","[1.2054573103369808, 0.0]"
"[[9.0, -11.0], [9.0, -11.0], [9.0, -10.0], [8.0, -10.0]]","[0.40933059063370475, 0.0]"
"[[9.0, -11.0], [9.0, -10.0], [8.0, -10.0], [8.0, -10.0]]","[-1.184352212144586, -1.184184789068864]"
"[[9.0, -10.0], [8.0, -10.0], [8.0, -10.0], [8.0, -10.0]]","[-4.371860308783144, -4.3728111637864675]"
"[[7.0, -10.0], [7.0, -10.0], [7.0, -10.0], [6.0, -10.0]]","[-99.9999468559, -99.99982285300001]"
"[[7.0, -10.0], [7.0, -10.0], [6.0, -10.0], [6.0, -10.0]]","[0.0, 0.0]"
"[[16.0, -15.0], [16.0, -14.0], [15.0, -14.0], [15.0, -13.0]]","[1.9999985980841934, 0.0]"
"[[16.0, -14.0], [15.0, -14.0], [15.0, -13.0], [15.0, -13.0]]","[1.9999971188534276, 0.0]"
"[[15.0, -14.0], [15.0, -13.0], [15.0, -13.0], [14.0, -13.0]]","[1.9999943070352844, 0.0]"
"[[15.0, -13.0], [15.0, -13.0], [14.0, -13.0], [14.0, -13.0]]","[1.9999886608094877, 0.0]"
"[[14.0, -13.0], [13.0, -13.0], [13.0, -13.0], [13.0, -13.0]]","[1.9998155579659198, 0.0]"
"[[13.0, -13.0], [13.0, -13.0], [13.0, -13.0], [12.0, -14.0]]","[1.9996393501149465, 0.0]"
"[[13.0, -13.0], [13.0, -13.0], [12.0, -14.0], [12.0, -14.0]]","[1.999262909821844, 0.0]"
"[[13.0, -13.0], [12.0, -14.0], [12.0, -14.0], [12.0, -15.0]]","[1.998601762595051, 0.0]"
"[[22.0, -11.0], [21.0, -11.0], [21.0, -11.0], [21.0, -10.0]]","[1.9999999999835865, 0.0]"
"[[21.0, -11.0], [21.0, -11.0], [21.0, -10.0], [20.0, -10.0]]","[1.9999999999753042, 0.0]"
"[[21.0, -11.0], [21.0, -10.0], [20.0, -10.0], [20.0, -10.0]]","[1.9999999999595546, 0.0]"
"[[20.0, -10.0], [20.0, -10.0], [20.0, -10.0], [19.0, -11.0]]","[1.9999999998692037, 0.0]"
"[[20.0, -10.0], [20.0, -10.0], [19.0, -11.0], [19.0, -11.0]]","[1.9999999997351638, 0.0]"
"[[20.0, -10.0], [19.0, -11.0], [19.0, -11.0], [19.0, -11.0]]","[1.9999999994531752, 0.0]"
"[[18.0, -19.0], [17.0, -20.0], [17.0, -21.0], [17.0, -20.0]]","[1.9999999694694521, 0.0]"
"[[17.0, -20.0], [17.0, -21.0], [17.0, -20.0], [16.0, -19.0]]","[1.999999937513644, 0.0]"
"[[17.0, -21.0], [17.0, -20.0], [16.0, -19.0], [16.0, -19.0]]","[1.9999998690678376, 0.0]"
"[[17.0, -20.0], [16.0, -19.0], [16.0, -19.0], [16.0, -18.0]]","[1.999999733966789, 0.0]"
"[[16.0, -19.0], [16.0, -19.0], [16.0, -18.0], [15.0, -18.0]]","[1.9999994684832187, 0.0]"
"[[16.0, -19.0], [16.0, -18.0], [15.0, -18.0], [15.0, -18.0]]","[1.999998841306736, 0.0]"
"[[16.0, -18.0], [15.0, -18.0], [15.0, -18.0], [15.0, -17.0]]","[1.9999976279458278, 0.0]"
"[[15.0, -18.0], [15.0, -18.0], [15.0, -17.0], [14.0, -17.0]]","[1.9999949493344698, 0.0]"
"[[15.0, -18.0], [15.0, -17.0], [14.0, -17.0], [14.0, -17.0]]","[1.999989152795766, 0.0]"
"[[14.0, -17.0], [13.0, -17.0], [13.0, -17.0], [13.0, -18.0]]","[1.9998636016654716, 0.0]"
"[[13.0, -17.0], [13.0, -17.0], [13.0, -18.0], [12.0, -18.0]]","[1.9996928490878114, 0.0]"
"[[13.0, -17.0], [13.0, -18.0], [12.0, -18.0], [12.0, -18.0]]","[1.999401369906681, 0.0]"
"[[13.0, -18.0], [12.0, -18.0], [12.0, -18.0], [12.0, -19.0]]","[1.9988799476123895, 0.0]"
"[[12.0, -18.0], [12.0, -18.0], [12.0, -19.0], [11.0, -19.0]]","[1.9970324023474455, 0.0]"
"[[12.0, -18.0], [12.0, -19.0], [11.0, -19.0], [11.0, -20.0]]","[1.9940184856293155, 0.0]"
"[[12.0, -19.0], [11.0, -19.0], [11.0, -20.0], [11.0, -21.0]]","[-23.526999999999997, 1.9881471103339599]"
"[[11.0, -19.0], [11.0, -20.0], [11.0, -21.0], [10.0, -21.0]]","[-91.0, -70.0]"
"[[11.0, -20.0], [11.0, -21.0], [10.0, -21.0], [10.0, -21.0]]","[0.0, 0.0]"
"[[9.0, -14.0], [9.0, -14.0], [8.0, -14.0], [8.0, -13.0]]","[-1.1685012937516956, -1.1675100635548028]"
"[[9.0, -14.0], [8.0, -14.0], [8.0, -13.0], [8.0, -13.0]]","[-4.3559673805341586, -4.35581701212558]"
"[[8.0, -14.0], [8.0, -13.0], [8.0, -13.0], [7.0, -13.0]]","[-10.735091059608667, -10.709457252892477]"
"[[8.0, -13.0], [8.0, -13.0], [7.0, -13.0], [7.0, -13.0]]","[-23.489854135105226, -23.490864940420522]"
"[[8.0, -13.0], [7.0, -13.0], [7.0, -13.0], [7.0, -14.0]]","[-43.272228999999996, -40.40743]"
"[[7.0, -13.0], [7.0, -13.0], [7.0, -14.0], [6.0, -14.0]]","[-97.30000000000001, -97.30000000000001]"
"[[7.0, -13.0], [7.0, -14.0], [6.0, -14.0], [6.0, -14.0]]","[0.0, 0.0]"
"[[18.0, -13.0], [17.0, -14.0], [17.0, -14.0], [17.0, -14.0]]","[1.999999962021074, 0.0]"
"[[17.0, -14.0], [17.0, -14.0], [17.0, -14.0], [16.0, -13.0]]","[1.9999999221719296, 0.0]"
"[[17.0, -14.0], [17.0, -14.0], [16.0, -13.0], [16.0, -12.0]]","[1.9999998504372913, 0.0]"
"[[17.0, -14.0], [16.0, -13.0], [16.0, -12.0], [16.0, -12.0]]","[1.9999996996611107, 0.0]"
"[[16.0, -13.0], [16.0, -12.0], [16.0, -12.0], [15.0, -12.0]]","[1.999999337896202, 0.0]"
"[[16.0, -12.0], [16.0, -12.0], [15.0, -12.0], [15.0, -11.0]]","[1.9999986311399096, 0.0]"
"[[13.0, -11.0], [12.0, -12.0], [12.0, -12.0], [12.0, -12.0]]","[1.9985203210737505, 0.0]"
"[[12.0, -12.0], [12.0, -12.0], [12.0, -12.0], [11.0, -13.0]]","[1.9970649385671388, 0.0]"
"[[12.0, -12.0], [12.0, -12.0], [11.0, -13.0], [11.0, -14.0]]","[1.9939977530797082, 0.0]"
"[[12.0, -12.0], [11.0, -13.0], [11.0, -14.0], [11.0, -14.0]]","[-23.526999999999997, 1.9878441291982871]"
"[[11.0, -13.0], [11.0, -14.0], [11.0, -14.0], [10.0, -15.0]]","[-91.0, -70.0]"
"[[11.0, -14.0], [11.0, -14.0], [10.0, -15.0], [10.0, -15.0]]","[0.0, 0.0]"
"[[28.0, -16.0], [28.0, -15.0], [28.0, -15.0], [27.0, -14.0]]","[1.9999999999763727, 0.0]"
"[[26.0, -14.0], [25.0, -15.0], [25.0, -15.0], [25.0, -16.0]]","[1.9999999998068072, 0.0]"
"[[22.0, -16.0], [22.0, -15.0], [21.0, -15.0], [21.0, -14.0]]","[1.9999999999655032, 0.0]"
"[[19.0, -14.0], [19.0, -15.0], [19.0, -15.0], [18.0, -16.0]]","[1.999999998602778, 0.0]"
"[[7.0, -8.0], [7.0, -8.0], [7.0, -8.0], [6.0, -7.0]]","[-99.99999856510931, -99.99999856510931]"
"[[7.0, -8.0], [7.0, -8.0], [6.0, -7.0], [6.0, -7.0]]","[0.0, 0.0]"
"[[29.0, -18.0], [28.0, -17.0], [28.0, -17.0], [28.0, -17.0]]","[1.9999999999280194, 0.0]"
"[[28.0, -17.0], [28.0, -17.0], [28.0, -17.0], [27.0, -16.0]]","[1.9999999999362323, 0.0]"
"[[26.0, -16.0], [25.0, -17.0], [25.0, -17.0], [25.0, -17.0]]","[1.9999999999997404, 0.0]"
"[[25.0, -17.0], [25.0, -17.0], [25.0, -17.0], [24.0, -18.0]]","[1.9999999999995501, 0.0]"
"[[22.0, -18.0], [22.0, -17.0], [22.0, -17.0], [21.0, -17.0]]","[1.9999999999177556, 0.0]"
"[[22.0, -17.0], [22.0, -17.0], [21.0, -17.0], [21.0, -16.0]]","[1.9999999999243445, 0.0]"
"[[19.0, -16.0], [19.0, -17.0], [19.0, -17.0], [18.0, -17.0]]","[1.9999999986799963, 0.0]"
"[[19.0, -17.0], [19.0, -17.0], [18.0, -17.0], [18.0, -18.0]]","[1.9999999973638447, 0.0]"
"[[16.0, -18.0], [16.0, -17.0], [15.0, -17.0], [15.0, -17.0]]","[1.9999986054184538, 0.0]"
"[[16.0, -17.0], [15.0, -17.0], [15.0, -17.0], [15.0, -16.0]]","[1.999997160162553, 0.0]"
"[[15.0, -17.0], [15.0, -17.0], [15.0, -16.0], [14.0, -16.0]]","[1.9999942354437157, 0.0]"
"[[15.0, -17.0], [15.0, -16.0], [14.0, -16.0], [14.0, -16.0]]","[1.99998820006522, 0.0]"
"[[14.0, -16.0], [13.0, -16.0], [13.0, -16.0], [13.0, -17.0]]","[1.9998192058767514, 0.0]"
"[[13.0, -16.0], [13.0, -16.0], [13.0, -17.0], [12.0, -17.0]]","[1.9996209514233558, 0.0]"
"[[13.0, -16.0], [13.0, -17.0], [12.0, -17.0], [12.0, -17.0]]","[1.9992256383594598, 0.0]"
