state_history,actions
"[[13.0, -13.0], [13.0, -13.0], [13.0, -14.0], [12.0, -14.0]]","[1.9996453612888816, 0.0]"
"[[13.0, -13.0], [13.0, -14.0], [12.0, -14.0], [12.0, -14.0]]","[1.9993028789033658, 0.0]"
"[[13.0, -14.0], [12.0, -14.0], [12.0, -14.0], [12.0, -15.0]]","[1.998619996713725, 0.0]"
"[[12.0, -14.0], [12.0, -14.0], [12.0, -15.0], [11.0, -16.0]]","[1.9972148513257895, 0.0]"
"[[12.0, -14.0], [12.0, -15.0], [11.0, -16.0], [11.0, -16.0]]","[1.9944305708515797, 0.0]"
"[[12.0, -15.0], [11.0, -16.0], [11.0, -16.0], [11.0, -17.0]]","[-23.526999999999997, 1.9884282506022628]"
"[[11.0, -16.0], [11.0, -16.0], [11.0, -17.0], [10.0, -18.0]]","[-91.0, -70.0]"
"[[11.0, -16.0], [11.0, -17.0], [10.0, -18.0], [10.0, -18.0]]","[0.0, 0.0]"
"[[24.0, -8.0], [24.0, -9.0], [23.0, -10.0], [23.0, -9.0]]","[1.9999999999957627, 0.0]"
"[[24.0, -9.0], [23.0, -10.0], [23.0, -9.0], [23.0, -8.0]]","[1.9999999999932228, 0.0]"
"[[23.0, -10.0], [23.0, -9.0], [23.0, -8.0], [22.0, -8.0]]","[1.9999999999883658, 0.0]"
"[[23.0, -9.0], [23.0, -8.0], [22.0, -8.0], [22.0, -7.0]]","[1.9999999999817137, 0.0]"
"[[23.0, -8.0], [22.0, -8.0], [22.0, -7.0], [22.0, -7.0]]","[1.999999999972089, 0.0]"
"[[22.0, -8.0], [22.0, -7.0], [22.0, -7.0], [21.0, -6.0]]","[1.9999999999432307, 0.0]"
"[[22.0, -7.0], [22.0, -7.0], [21.0, -6.0], [21.0, -6.0]]","[1.999999999887281, 0.0]"
"[[22.0, -7.0], [21.0, -6.0], [21.0, -6.0], [21.0, -6.0]]","[1.9999999998611766, 0.0]"
"[[21.0, -6.0], [21.0, -6.0], [21.0, -6.0], [20.0, -6.0]]","[1.9999999998748907, 0.0]"
"[[21.0, -6.0], [21.0, -6.0], [20.0, -6.0], [20.0, -6.0]]","[1.9999999996090034, 0.0]"
"[[21.0, -6.0], [20.0, -6.0], [20.0, -6.0], [20.0, -6.0]]","[1.9999999994317348, 0.0]"
"[[20.0, -6.0], [20.0, -6.0], [20.0, -6.0], [19.0, -6.0]]","[1.999999999710273, 0.0]"
"[[20.0, -6.0], [20.0, -6.0], [19.0, -6.0], [19.0, -6.0]]","[1.999999999865146, 0.0]"
"[[20.0, -6.0], [19.0, -6.0], [19.0, -6.0], [19.0, -7.0]]","[1.9999999997536542, 0.0]"
"[[19.0, -6.0], [19.0, -6.0], [19.0, -7.0], [18.0, -7.0]]","[1.9999999995460662, 0.0]"
"[[19.0, -6.0], [19.0, -7.0], [18.0, -7.0], [18.0, -8.0]]","[1.9999999991372999, 0.0]"
"[[19.0, -7.0], [18.0, -7.0], [18.0, -8.0], [18.0, -8.0]]","[1.9999999983095638, 0.0]"
"[[18.0, -7.0], [18.0, -8.0], [18.0, -8.0], [17.0, -9.0]]","[1.9999999966482593, 0.0]"
"[[18.0, -8.0], [18.0, -8.0], [17.0, -9.0], [17.0, -10.0]]","[-23.526999999999997, 1.9999999933314525]"
"[[18.0, -8.0], [17.0, -9.0], [17.0, -10.0], [17.0, -10.0]]","[-91.0, -70.0]"
"[[17.0, -9.0], [17.0, -10.0], [17.0, -10.0], [17.0, -10.0]]","[0.0, 0.0]"
"[[24.0, -9.0], [24.0, -9.0], [23.0, -10.0], [23.0, -9.0]]","[1.9999996442164978, 0.0]"
"[[24.0, -9.0], [23.0, -10.0], [23.0, -9.0], [23.0, -9.0]]","[1.999999512359341, 0.0]"
"[[23.0, -10.0], [23.0, -9.0], [23.0, -9.0], [22.0, -8.0]]","[1.9999995013259475, 0.0]"
"[[23.0, -9.0], [23.0, -9.0], [22.0, -8.0], [22.0, -8.0]]","[1.9999996201251788, 0.0]"
"[[23.0, -9.0], [22.0, -8.0], [22.0, -8.0], [22.0, -7.0]]","[1.9999999224515599, 0.0]"
"[[22.0, -8.0], [22.0, -8.0], [22.0, -7.0], [21.0, -7.0]]","[1.9999994679909725, 0.0]"
"[[22.0, -8.0], [22.0, -7.0], [21.0, -7.0], [21.0, -7.0]]","[1.9999991557242467, 0.0]"
"[[22.0, -7.0], [21.0, -7.0], [21.0, -7.0], [21.0, -6.0]]","[1.9999999996786513, 0.0]"
"[[21.0, -7.0], [21.0, -7.0], [21.0, -6.0], [20.0, -6.0]]","[1.9999999996940219, 0.0]"
"[[21.0, -7.0], [21.0, -6.0], [20.0, -6.0], [20.0, -6.0]]","[1.9999999993510247, 0.0]"
"[[20.0, -6.0], [20.0, -6.0], [20.0, -6.0], [19.0, -7.0]]","[1.9999999937394137, 0.0]"
"[[20.0, -6.0], [20.0, -6.0], [19.0, -7.0], [19.0, -7.0]]","[1.9999999917392244, 0.0]"
"[[20.0, -6.0], [19.0, -7.0], [19.0, -7.0], [19.0, -7.0]]","[1.9999999887505686, 0.0]"
"[[19.0, -7.0], [19.0, -7.0], [19.0, -7.0], [18.0, -8.0]]","[1.9999999897883054, 0.0]"
"[[19.0, -7.0], [19.0, -7.0], [18.0, -8.0], [18.0, -8.0]]","[1.999999979635119, 0.0]"
"[[19.0, -7.0], [18.0, -8.0], [18.0, -8.0], [18.0, -9.0]]","[1.9999999656047045, 0.0]"
"[[18.0, -8.0], [18.0, -8.0], [18.0, -9.0], [17.0, -9.0]]","[1.9999998876704024, 0.0]"
"[[18.0, -8.0], [18.0, -9.0], [17.0, -9.0], [17.0, -10.0]]","[-23.526999999999997, 1.9999997475468645]"
"[[18.0, -9.0], [17.0, -9.0], [17.0, -10.0], [17.0, -11.0]]","[-91.0, -70.0]"
"[[17.0, -9.0], [17.0, -10.0], [17.0, -11.0], [17.0, -11.0]]","[0.0, 0.0]"
"[[24.0, -14.0], [24.0, -15.0], [23.0, -16.0], [23.0, -15.0]]","[1.9999999999775275, 0.0]"
"[[24.0, -15.0], [23.0, -16.0], [23.0, -15.0], [23.0, -14.0]]","[1.999999999960913, 0.0]"
"[[23.0, -16.0], [23.0, -15.0], [23.0, -14.0], [22.0, -14.0]]","[1.9999999999171458, 0.0]"
"[[23.0, -15.0], [23.0, -14.0], [22.0, -14.0], [22.0, -13.0]]","[1.9999999998707025, 0.0]"
"[[23.0, -14.0], [22.0, -14.0], [22.0, -13.0], [22.0, -13.0]]","[1.9999999998002322, 0.0]"
"[[22.0, -14.0], [22.0, -13.0], [22.0, -13.0], [21.0, -13.0]]","[1.9999999993334, 0.0]"
"[[22.0, -13.0], [22.0, -13.0], [21.0, -13.0], [21.0, -12.0]]","[1.9999999993011721, 0.0]"
"[[22.0, -13.0], [21.0, -13.0], [21.0, -12.0], [21.0, -12.0]]","[1.999999998705217, 0.0]"
"[[21.0, -13.0], [21.0, -12.0], [21.0, -12.0], [20.0, -12.0]]","[1.9999999942610358, 0.0]"
"[[21.0, -12.0], [21.0, -12.0], [20.0, -12.0], [20.0, -12.0]]","[1.9999999959859815, 0.0]"
"[[21.0, -12.0], [20.0, -12.0], [20.0, -12.0], [20.0, -12.0]]","[1.9999999963519732, 0.0]"
"[[20.0, -12.0], [20.0, -12.0], [20.0, -12.0], [19.0, -12.0]]","[1.9999999978450624, 0.0]"
"[[20.0, -12.0], [20.0, -12.0], [19.0, -12.0], [19.0, -13.0]]","[1.999999993430836, 0.0]"
"[[20.0, -12.0], [19.0, -12.0], [19.0, -13.0], [19.0, -13.0]]","[1.999999858285907, 0.0]"
"[[19.0, -12.0], [19.0, -13.0], [19.0, -13.0], [18.0, -13.0]]","[1.9999999986796988, 0.0]"
"[[19.0, -13.0], [19.0, -13.0], [18.0, -13.0], [18.0, -14.0]]","[1.9999999973017153, 0.0]"
"[[19.0, -13.0], [18.0, -13.0], [18.0, -14.0], [18.0, -14.0]]","[1.9999999946015348, 0.0]"
"[[18.0, -13.0], [18.0, -14.0], [18.0, -14.0], [17.0, -15.0]]","[1.999999989230236, 0.0]"
"[[18.0, -14.0], [18.0, -14.0], [17.0, -15.0], [17.0, -16.0]]","[-23.526999999999997, 1.9999999786762825]"
"[[18.0, -14.0], [17.0, -15.0], [17.0, -16.0], [17.0, -16.0]]","[-91.0, -70.0]"
"[[17.0, -15.0], [17.0, -16.0], [17.0, -16.0], [17.0, -16.0]]","[0.0, 0.0]"
"[[31.0, -7.0], [31.0, -8.0], [31.0, -9.0], [30.0, -9.0]]","[1.999999812932427, 0.0]"
"[[31.0, -8.0], [31.0, -9.0], [30.0, -9.0], [30.0, -10.0]]","[1.9999999805900273, 0.0]"
"[[31.0, -9.0], [30.0, -9.0], [30.0, -10.0], [30.0, -11.0]]","[-23.526999999999997, 1.999999998824748]"
"[[30.0, -9.0], [30.0, -10.0], [30.0, -11.0], [29.0, -12.0]]","[-91.0, -70.0]"
"[[22.0, -14.0], [22.0, -13.0], [22.0, -13.0], [21.0, -12.0]]","[1.999999999662646, 0.0]"
"[[22.0, -13.0], [22.0, -13.0], [21.0, -12.0], [21.0, -12.0]]","[1.9999999991354747, 0.0]"
"[[22.0, -13.0], [21.0, -12.0], [21.0, -12.0], [21.0, -12.0]]","[1.999999998122013, 0.0]"
"[[21.0, -12.0], [21.0, -12.0], [21.0, -12.0], [20.0, -12.0]]","[1.999999995972383, 0.0]"
"[[20.0, -12.0], [20.0, -12.0], [19.0, -12.0], [19.0, -12.0]]","[1.999999999650135, 0.0]"
"[[20.0, -12.0], [19.0, -12.0], [19.0, -12.0], [19.0, -13.0]]","[1.9999999993354023, 0.0]"
"[[19.0, -12.0], [19.0, -12.0], [19.0, -13.0], [18.0, -13.0]]","[1.9999999986549564, 0.0]"
"[[19.0, -12.0], [19.0, -13.0], [18.0, -13.0], [18.0, -14.0]]","[1.9999999973110674, 0.0]"
"[[30.0, -11.0], [30.0, -12.0], [30.0, -13.0], [29.0, -12.0]]","[1.9999999999976814, 0.0]"
"[[30.0, -12.0], [30.0, -13.0], [29.0, -12.0], [29.0, -11.0]]","[1.9999999999978786, 0.0]"
"[[30.0, -13.0], [29.0, -12.0], [29.0, -11.0], [29.0, -11.0]]","[1.9999999999964972, 0.0]"
"[[29.0, -12.0], [29.0, -11.0], [29.0, -11.0], [28.0, -10.0]]","[1.999999999994409, 0.0]"
"[[29.0, -11.0], [29.0, -11.0], [28.0, -10.0], [28.0, -10.0]]","[1.9999999999933507, 0.0]"
"[[29.0, -11.0], [28.0, -10.0], [28.0, -10.0], [28.0, -10.0]]","[1.9999999999959877, 0.0]"
"[[28.0, -10.0], [28.0, -10.0], [28.0, -10.0], [27.0, -9.0]]","[1.9999999999982419, 0.0]"
"[[28.0, -10.0], [28.0, -10.0], [27.0, -9.0], [27.0, -9.0]]","[1.9999999999977138, 0.0]"
"[[28.0, -10.0], [27.0, -9.0], [27.0, -9.0], [27.0, -9.0]]","[1.9999999999958948, 0.0]"
"[[26.0, -9.0], [26.0, -9.0], [26.0, -9.0], [25.0, -10.0]]","[1.999999999998304, 0.0]"
"[[26.0, -9.0], [26.0, -9.0], [25.0, -10.0], [25.0, -10.0]]","[1.9999999999978373, 0.0]"
"[[26.0, -9.0], [25.0, -10.0], [25.0, -10.0], [25.0, -10.0]]","[1.9999999999970908, 0.0]"
"[[25.0, -10.0], [25.0, -10.0], [25.0, -10.0], [24.0, -11.0]]","[1.9999999999960014, 0.0]"
"[[25.0, -10.0], [25.0, -10.0], [24.0, -11.0], [24.0, -11.0]]","[1.9999999999951854, 0.0]"
"[[25.0, -10.0], [24.0, -11.0], [24.0, -11.0], [24.0, -12.0]]","[1.9999999999954259, 0.0]"
"[[24.0, -11.0], [24.0, -11.0], [24.0, -12.0], [23.0, -13.0]]","[-23.526999999999997, 1.9999999999962612]"
"[[24.0, -11.0], [24.0, -12.0], [23.0, -13.0], [23.0, -13.0]]","[-91.0, -70.0]"
"[[24.0, -12.0], [23.0, -13.0], [23.0, -13.0], [23.0, -13.0]]","[0.0, 0.0]"
"[[30.0, -19.0], [30.0, -20.0], [29.0, -19.0], [29.0, -18.0]]","[1.9999999999930878, 0.0]"
"[[30.0, -20.0], [29.0, -19.0], [29.0, -18.0], [29.0, -18.0]]","[1.9999999999877796, 0.0]"
"[[29.0, -19.0], [29.0, -18.0], [29.0, -18.0], [28.0, -17.0]]","[1.9999999999787426, 0.0]"
"[[29.0, -18.0], [29.0, -18.0], [28.0, -17.0], [28.0, -17.0]]","[1.9999999999582894, 0.0]"
"[[29.0, -18.0], [28.0, -17.0], [28.0, -17.0], [28.0, -16.0]]","[1.9999999999322464, 0.0]"
"[[28.0, -17.0], [28.0, -17.0], [28.0, -16.0], [27.0, -16.0]]","[1.9999999999091063, 0.0]"
"[[28.0, -17.0], [28.0, -16.0], [27.0, -16.0], [27.0, -16.0]]","[1.9999999999232916, 0.0]"
"[[28.0, -16.0], [27.0, -16.0], [27.0, -16.0], [27.0, -16.0]]","[1.9999999999780962, 0.0]"
"[[27.0, -16.0], [27.0, -16.0], [27.0, -16.0], [26.0, -16.0]]","[1.9999999999931255, 0.0]"
"[[27.0, -16.0], [26.0, -16.0], [26.0, -16.0], [26.0, -16.0]]","[1.9999999996064108, 0.0]"
"[[26.0, -16.0], [26.0, -16.0], [26.0, -16.0], [25.0, -16.0]]","[1.9999999971318665, 0.0]"
"[[26.0, -16.0], [26.0, -16.0], [25.0, -16.0], [25.0, -17.0]]","[1.999999999999861, 0.0]"
"[[26.0, -16.0], [25.0, -16.0], [25.0, -17.0], [25.0, -17.0]]","[1.9999999999997629, 0.0]"
"[[25.0, -16.0], [25.0, -17.0], [25.0, -17.0], [24.0, -18.0]]","[1.999999999999544, 0.0]"
"[[25.0, -17.0], [25.0, -17.0], [24.0, -18.0], [24.0, -18.0]]","[1.9999999999991578, 0.0]"
"[[25.0, -17.0], [24.0, -18.0], [24.0, -18.0], [24.0, -19.0]]","[1.999999999998497, 0.0]"
"[[24.0, -18.0], [24.0, -18.0], [24.0, -19.0], [23.0, -20.0]]","[-23.526999999999997, 1.9999999999974274]"
"[[24.0, -18.0], [24.0, -19.0], [23.0, -20.0], [23.0, -20.0]]","[-91.0, -70.0]"
"[[24.0, -19.0], [23.0, -20.0], [23.0, -20.0], [23.0, -20.0]]","[0.0, 0.0]"
"[[None, None], [40.0, -1.0], [39.0, -1.0], [39.0, 0.0]]","[1.999999972235807, 0.0]"
"[[40.0, -1.0], [39.0, -1.0], [39.0, 0.0], [39.0, 0.0]]","[1.999999989649831, 0.0]"
"[[39.0, -1.0], [39.0, 0.0], [39.0, 0.0], [38.0, 1.0]]","[1.999999995862178, 0.0]"
"[[39.0, 0.0], [39.0, 0.0], [38.0, 1.0], [38.0, 1.0]]","[1.9999999984062493, 0.0]"
"[[39.0, 0.0], [38.0, 1.0], [38.0, 1.0], [38.0, 2.0]]","[1.9999999995506963, 0.0]"
"[[36.0, 2.0], [36.0, 1.0], [35.0, 1.0], [35.0, 0.0]]","[1.999999824738509, 0.0]"
"[[36.0, 1.0], [35.0, 1.0], [35.0, 0.0], [35.0, 0.0]]","[1.999999894542853, 0.0]"
"[[35.0, 1.0], [35.0, 0.0], [35.0, 0.0], [34.0, -1.0]]","[1.9999999397221124, 0.0]"
"[[35.0, 0.0], [35.0, 0.0], [34.0, -1.0], [34.0, -1.0]]","[1.9999999741027552, 0.0]"
"[[35.0, 0.0], [34.0, -1.0], [34.0, -1.0], [34.0, -2.0]]","[1.9999999921742957, 0.0]"
"[[39.0, -2.0], [39.0, -1.0], [38.0, -1.0], [38.0, -1.0]]","[1.999999999657042, 0.0]"
"[[39.0, -1.0], [38.0, -1.0], [38.0, -1.0], [38.0, -0.0]]","[1.9999999994890643, 0.0]"
"[[38.0, -1.0], [38.0, -1.0], [38.0, -0.0], [37.0, -0.0]]","[1.9999999993559374, 0.0]"
"[[38.0, -1.0], [38.0, -0.0], [37.0, -0.0], [37.0, -0.0]]","[1.9999999993397841, 0.0]"
"[[38.0, -0.0], [37.0, -0.0], [37.0, -0.0], [37.0, -0.0]]","[1.9999999963341777, 0.0]"
"[[37.0, -0.0], [37.0, -0.0], [36.0, -0.0], [36.0, -0.0]]","[1.9999999724179347, 0.0]"
"[[37.0, -0.0], [36.0, -0.0], [36.0, -0.0], [36.0, -1.0]]","[1.9999999645486832, 0.0]"
"[[36.0, -0.0], [36.0, -0.0], [36.0, -1.0], [35.0, -1.0]]","[1.9999999569065954, 0.0]"
"[[36.0, -0.0], [36.0, -1.0], [35.0, -1.0], [35.0, -1.0]]","[1.999999950120365, 0.0]"
"[[36.0, -1.0], [35.0, -1.0], [35.0, -1.0], [35.0, -2.0]]","[1.999999864157351, 0.0]"
"[[34.0, -4.0], [33.0, -5.0], [33.0, -6.0], [33.0, -6.0]]","[1.9999999963810087, 0.0]"
"[[33.0, -5.0], [33.0, -6.0], [33.0, -6.0], [32.0, -7.0]]","[1.9999999980585366, 0.0]"
"[[33.0, -6.0], [33.0, -6.0], [32.0, -7.0], [32.0, -8.0]]","[1.999999976153906, 0.0]"
"[[32.0, -9.0], [31.0, -10.0], [31.0, -11.0], [31.0, -11.0]]","[1.9999999222049651, 0.0]"
"[[31.0, -10.0], [31.0, -11.0], [31.0, -11.0], [30.0, -12.0]]","[1.9999999841701706, 0.0]"
"[[31.0, -11.0], [31.0, -11.0], [30.0, -12.0], [30.0, -13.0]]","[1.9999999982752774, 0.0]"
"[[29.0, -12.0], [28.0, -11.0], [28.0, -11.0], [28.0, -11.0]]","[1.9999999999976659, 0.0]"
"[[28.0, -11.0], [28.0, -11.0], [28.0, -11.0], [27.0, -10.0]]","[1.9999999999973785, 0.0]"
"[[28.0, -11.0], [28.0, -11.0], [27.0, -10.0], [27.0, -10.0]]","[1.9999999999977267, 0.0]"
"[[28.0, -11.0], [27.0, -10.0], [27.0, -10.0], [27.0, -10.0]]","[1.9999999999984777, 0.0]"
"[[26.0, -10.0], [26.0, -10.0], [26.0, -10.0], [25.0, -11.0]]","[1.9999999999946907, 0.0]"
"[[26.0, -10.0], [26.0, -10.0], [25.0, -11.0], [25.0, -11.0]]","[1.9999999999991012, 0.0]"
"[[26.0, -10.0], [25.0, -11.0], [25.0, -11.0], [25.0, -11.0]]","[1.9999999999999638, 0.0]"
"[[25.0, -11.0], [25.0, -11.0], [25.0, -11.0], [24.0, -12.0]]","[1.9999999999999742, 0.0]"
"[[22.0, -12.0], [22.0, -11.0], [22.0, -11.0], [21.0, -11.0]]","[1.9999999999943363, 0.0]"
"[[22.0, -11.0], [22.0, -11.0], [21.0, -11.0], [21.0, -10.0]]","[1.999999999991383, 0.0]"
"[[22.0, -11.0], [21.0, -11.0], [21.0, -10.0], [21.0, -10.0]]","[1.9999999999882663, 0.0]"
"[[21.0, -11.0], [21.0, -10.0], [21.0, -10.0], [20.0, -10.0]]","[1.999999999980738, 0.0]"
"[[20.0, -10.0], [20.0, -10.0], [19.0, -10.0], [19.0, -11.0]]","[1.9999999997125932, 0.0]"
"[[20.0, -10.0], [19.0, -10.0], [19.0, -11.0], [19.0, -11.0]]","[1.999999999404296, 0.0]"
"[[19.0, -10.0], [19.0, -11.0], [19.0, -11.0], [18.0, -11.0]]","[1.9999999987544281, 0.0]"
"[[19.0, -11.0], [19.0, -11.0], [18.0, -11.0], [18.0, -12.0]]","[1.9999999974325569, 0.0]"
"[[18.0, -12.0], [17.0, -13.0], [17.0, -14.0], [17.0, -15.0]]","[-70.0, -70.0]"
"[[17.0, -13.0], [17.0, -14.0], [17.0, -15.0], [17.0, -15.0]]","[0.0, 0.0]"
"[[30.0, -16.0], [30.0, -17.0], [30.0, -17.0], [29.0, -17.0]]","[1.9999999997547349, 0.0]"
"[[30.0, -17.0], [30.0, -17.0], [29.0, -17.0], [29.0, -16.0]]","[1.9999999998812283, 0.0]"
"[[30.0, -17.0], [29.0, -17.0], [29.0, -16.0], [29.0, -15.0]]","[1.9999999999894178, 0.0]"
"[[29.0, -17.0], [29.0, -16.0], [29.0, -15.0], [28.0, -15.0]]","[1.9999999999812716, 0.0]"
"[[25.0, -15.0], [24.0, -15.0], [24.0, -16.0], [24.0, -17.0]]","[1.9999999999492557, 0.0]"
"[[24.0, -15.0], [24.0, -16.0], [24.0, -17.0], [23.0, -17.0]]","[-23.526999999999997, 1.9999999999568336]"
"[[24.0, -16.0], [24.0, -17.0], [23.0, -17.0], [23.0, -18.0]]","[-91.0, -70.0]"
"[[24.0, -17.0], [23.0, -17.0], [23.0, -18.0], [23.0, -18.0]]","[0.0, 0.0]"
"[[40.0, -2.0], [39.0, -2.0], [39.0, -1.0], [39.0, -0.0]]","[1.9999999987667252, 0.0]"
"[[39.0, -2.0], [39.0, -1.0], [39.0, -0.0], [38.0, -0.0]]","[1.9999999992640538, 0.0]"
"[[39.0, -1.0], [39.0, -0.0], [38.0, -0.0], [38.0, 0.0]]","[1.9999999995767905, 0.0]"
"[[39.0, -0.0], [38.0, -0.0], [38.0, 0.0], [38.0, 0.0]]","[1.9999999996206537, 0.0]"
"[[36.0, 0.0], [36.0, 0.0], [35.0, -0.0], [35.0, -0.0]]","[1.9999999623298585, 0.0]"
"[[36.0, 0.0], [35.0, -0.0], [35.0, -0.0], [35.0, -1.0]]","[1.9999999270754647, 0.0]"
"[[35.0, -0.0], [35.0, -0.0], [35.0, -1.0], [34.0, -2.0]]","[1.9999998976254476, 0.0]"
"[[35.0, -0.0], [35.0, -1.0], [34.0, -2.0], [34.0, -2.0]]","[1.9999998777130812, 0.0]"
"[[32.0, -8.0], [31.0, -9.0], [31.0, -10.0], [31.0, -10.0]]","[1.9999999999991909, 0.0]"
"[[31.0, -9.0], [31.0, -10.0], [31.0, -10.0], [30.0, -11.0]]","[1.9999999999990918, 0.0]"
"[[31.0, -10.0], [31.0, -10.0], [30.0, -11.0], [30.0, -12.0]]","[1.9999999999986882, 0.0]"
"[[30.0, -12.0], [30.0, -13.0], [29.0, -12.0], [29.0, -12.0]]","[1.9999999999906406, 0.0]"
"[[30.0, -13.0], [29.0, -12.0], [29.0, -12.0], [29.0, -11.0]]","[1.9999999999883011, 0.0]"
"[[29.0, -12.0], [29.0, -12.0], [29.0, -11.0], [28.0, -10.0]]","[1.9999999999906692, 0.0]"
"[[29.0, -12.0], [29.0, -11.0], [28.0, -10.0], [28.0, -10.0]]","[1.999999999994313, 0.0]"
"[[28.0, -10.0], [28.0, -10.0], [28.0, -10.0], [27.0, -10.0]]","[1.9999999999853366, 0.0]"
"[[28.0, -10.0], [28.0, -10.0], [27.0, -10.0], [27.0, -9.0]]","[1.9999999999885854, 0.0]"
"[[28.0, -10.0], [27.0, -10.0], [27.0, -9.0], [27.0, -9.0]]","[1.9999999999935147, 0.0]"
"[[27.0, -10.0], [27.0, -9.0], [27.0, -9.0], [26.0, -9.0]]","[1.9999999999956741, 0.0]"
"[[27.0, -9.0], [26.0, -9.0], [26.0, -9.0], [26.0, -10.0]]","[1.9999999999826934, 0.0]"
"[[26.0, -9.0], [26.0, -9.0], [26.0, -10.0], [25.0, -10.0]]","[1.9999999999836873, 0.0]"
"[[26.0, -9.0], [26.0, -10.0], [25.0, -10.0], [25.0, -10.0]]","[1.9999999999892535, 0.0]"
"[[26.0, -10.0], [25.0, -10.0], [25.0, -10.0], [25.0, -10.0]]","[1.9999999999948912, 0.0]"
"[[25.0, -10.0], [25.0, -10.0], [24.0, -11.0], [24.0, -12.0]]","[1.9999999999918303, 0.0]"
"[[25.0, -10.0], [24.0, -11.0], [24.0, -12.0], [24.0, -12.0]]","[1.9999999999864033, 0.0]"
"[[24.0, -11.0], [24.0, -12.0], [24.0, -12.0], [23.0, -13.0]]","[-23.526999999999997, 1.9999999999791744]"
"[[24.0, -12.0], [24.0, -12.0], [23.0, -13.0], [23.0, -14.0]]","[-91.0, -70.0]"
"[[24.0, -12.0], [23.0, -13.0], [23.0, -14.0], [23.0, -14.0]]","[0.0, 0.0]"
"[[33.0, -4.0], [32.0, -5.0], [32.0, -6.0], [32.0, -6.0]]","[1.999999938437791, 0.0]"
"[[32.0, -5.0], [32.0, -6.0], [32.0, -6.0], [31.0, -7.0]]","[1.9999999505763282, 0.0]"
"[[32.0, -6.0], [32.0, -6.0], [31.0, -7.0], [31.0, -8.0]]","[1.9999999797935915, 0.0]"
"[[24.0, -10.0], [24.0, -11.0], [23.0, -12.0], [23.0, -11.0]]","[1.999999999996557, 0.0]"
"[[24.0, -11.0], [23.0, -12.0], [23.0, -11.0], [23.0, -10.0]]","[1.999999999994692, 0.0]"
"[[23.0, -12.0], [23.0, -11.0], [23.0, -10.0], [22.0, -10.0]]","[1.9999999999912337, 0.0]"
"[[23.0, -11.0], [23.0, -10.0], [22.0, -10.0], [22.0, -9.0]]","[1.9999999999870726, 0.0]"
"[[23.0, -10.0], [22.0, -10.0], [22.0, -9.0], [22.0, -9.0]]","[1.9999999999825084, 0.0]"
"[[22.0, -10.0], [22.0, -9.0], [22.0, -9.0], [21.0, -8.0]]","[1.9999999999754792, 0.0]"
"[[22.0, -9.0], [22.0, -9.0], [21.0, -8.0], [21.0, -8.0]]","[1.9999999999633837, 0.0]"
"[[22.0, -9.0], [21.0, -8.0], [21.0, -8.0], [21.0, -8.0]]","[1.9999999999545177, 0.0]"
"[[21.0, -8.0], [21.0, -8.0], [21.0, -8.0], [20.0, -8.0]]","[1.9999999999706826, 0.0]"
"[[21.0, -8.0], [21.0, -8.0], [20.0, -8.0], [20.0, -8.0]]","[1.99999999995029, 0.0]"
"[[21.0, -8.0], [20.0, -8.0], [20.0, -8.0], [20.0, -8.0]]","[1.9999999999097993, 0.0]"
"[[20.0, -8.0], [20.0, -8.0], [20.0, -8.0], [19.0, -8.0]]","[1.999999999822771, 0.0]"
"[[20.0, -8.0], [20.0, -8.0], [19.0, -8.0], [19.0, -8.0]]","[1.999999999650683, 0.0]"
"[[20.0, -8.0], [19.0, -8.0], [19.0, -8.0], [19.0, -9.0]]","[1.9999999994062216, 0.0]"
"[[19.0, -8.0], [19.0, -8.0], [19.0, -9.0], [18.0, -9.0]]","[1.9999999988126604, 0.0]"
"[[19.0, -8.0], [19.0, -9.0], [18.0, -9.0], [18.0, -10.0]]","[1.9999999976314609, 0.0]"
"[[19.0, -9.0], [18.0, -9.0], [18.0, -10.0], [18.0, -10.0]]","[1.9999999952760166, 0.0]"
"[[18.0, -9.0], [18.0, -10.0], [18.0, -10.0], [17.0, -11.0]]","[1.9999999905421142, 0.0]"
"[[18.0, -10.0], [18.0, -10.0], [17.0, -11.0], [17.0, -12.0]]","[-23.5081, 1.9999999808418054]"
"[[18.0, -10.0], [17.0, -11.0], [17.0, -12.0], [17.0, -12.0]]","[-91.0, -70.0]"
"[[17.0, -11.0], [17.0, -12.0], [17.0, -12.0], [17.0, -12.0]]","[0.0, 0.0]"
"[[None, None], [40.0, -5.0], [39.0, -4.0], [39.0, -3.0]]","[1.9999999901982322, 0.0]"
"[[40.0, -5.0], [39.0, -4.0], [39.0, -3.0], [39.0, -3.0]]","[1.9999999950236544, 0.0]"
"[[35.0, -3.0], [35.0, -3.0], [34.0, -4.0], [34.0, -5.0]]","[1.9999999877584231, 0.0]"
"[[35.0, -3.0], [34.0, -4.0], [34.0, -5.0], [34.0, -5.0]]","[1.9999999831811568, 0.0]"
"[[34.0, -4.0], [34.0, -5.0], [34.0, -5.0], [33.0, -6.0]]","[1.999999977853024, 0.0]"
"[[34.0, -5.0], [34.0, -5.0], [33.0, -6.0], [33.0, -7.0]]","[1.9999999837544582, 0.0]"
"[[33.0, -8.0], [32.0, -9.0], [32.0, -10.0], [32.0, -10.0]]","[1.9999999865063436, 0.0]"
"[[32.0, -9.0], [32.0, -10.0], [32.0, -10.0], [31.0, -11.0]]","[1.9999999844467422, 0.0]"
