state_history,actions
"[[10.0, -7.0], [9.0, -6.0], [9.0, -5.0], [8.0, -5.0]]","[-0.06945750000000003, -0.7925872500000001]"
"[[9.0, -6.0], [9.0, -5.0], [8.0, -5.0], [8.0, -4.0]]","[-7.350000000000001, -94.90225815]"
"[[9.0, -5.0], [8.0, -5.0], [8.0, -4.0], [8.0, -4.0]]","[-70.56700000000001, -76.3]"
"[[8.0, -5.0], [8.0, -4.0], [8.0, -4.0], [8.0, -4.0]]","[0.0, 0.0]"
"[[10.0, -13.0], [10.0, -13.0], [9.0, -12.0], [9.0, -11.0]]","[-23.827106235075306, -19.301609579955738]"
"[[10.0, -13.0], [9.0, -12.0], [9.0, -11.0], [8.0, -10.0]]","[-49.69512253884484, -70.50283222415052]"
"[[11.0, -12.0], [10.0, -11.0], [10.0, -11.0], [10.0, -10.0]]","[-3.077125889241157, -3.064261558683635]"
"[[10.0, -11.0], [10.0, -10.0], [9.0, -9.0], [9.0, -9.0]]","[-36.50682296057308, -22.675931939165523]"
"[[10.0, -10.0], [9.0, -9.0], [9.0, -9.0], [8.0, -8.0]]","[-65.11123059188462, -104.07680012071803]"
"[[11.0, -20.0], [10.0, -19.0], [10.0, -19.0], [10.0, -18.0]]","[-2.235827230610597, -2.9611621896074207]"
"[[10.0, -19.0], [10.0, -18.0], [9.0, -17.0], [9.0, -17.0]]","[-6.780123875, -9.08111322125]"
"[[10.0, -18.0], [9.0, -17.0], [9.0, -17.0], [8.0, -16.0]]","[-23.817958779767768, -22.329568914086295]"
"[[14.0, -21.0], [13.0, -22.0], [13.0, -22.0], [12.0, -22.0]]","[0.0, 0.0]"
"[[13.0, -22.0], [13.0, -22.0], [12.0, -22.0], [12.0, -21.0]]","[0.0, 0.0]"
"[[13.0, -22.0], [12.0, -22.0], [12.0, -21.0], [12.0, -20.0]]","[-0.0822385730813745, -0.07377953886817588]"
"[[10.0, -14.0], [10.0, -13.0], [10.0, -13.0], [9.0, -12.0]]","[-7.739729089181112, -6.9864355914457175]"
"[[10.0, -11.0], [9.0, -10.0], [9.0, -9.0], [8.0, -9.0]]","[-50.475752612822674, -48.397196021633704]"
"[[9.0, -10.0], [9.0, -9.0], [8.0, -9.0], [8.0, -8.0]]","[-86.3219838046841, -139.27244540031023]"
"[[2.0, -2.0], [2.0, -3.0], [2.0, -3.0], [1.0, -2.0]]","[0.0, 0.0]"
"[[2.0, -3.0], [2.0, -3.0], [1.0, -2.0], [1.0, -2.0]]","[0.0, 0.0]"
"[[2.0, -3.0], [1.0, -2.0], [1.0, -2.0], [0.0, -1.0]]","[0.0, 0.0]"
"[[1.0, -2.0], [1.0, -2.0], [0.0, -1.0], [0.0, -0.0]]","[0.0, 0.0]"
"[[0.0, -0.0], [14.0, -11.0], [14.0, -11.0], [13.0, -11.0]]","[0.0, 0.0]"
"[[11.0, -16.0], [10.0, -16.0], [10.0, -15.0], [10.0, -14.0]]","[-5.267226910757559, -6.378218196928509]"
"[[10.0, -15.0], [9.0, -14.0], [9.0, -14.0], [8.0, -14.0]]","[-11.91925, 0.0]"
"[[14.0, -11.0], [13.0, -11.0], [13.0, -12.0], [12.0, -11.0]]","[-7.064221908815409e-18, -2.883391492932355e-27]"
"[[13.0, -11.0], [13.0, -12.0], [12.0, -11.0], [12.0, -11.0]]","[-6.667328365005576e-17, -1.2164546530912484e-17]"
"[[13.0, -12.0], [12.0, -11.0], [12.0, -11.0], [12.0, -10.0]]","[-2.933875741999975e-11, -2.595199136246898e-10]"
"[[12.0, -11.0], [12.0, -11.0], [12.0, -10.0], [11.0, -9.0]]","[-3.2223699642383475e-10, -1.1759385654745555e-19]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -1.0], [14.0, -13.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [0.0, -1.0], [14.0, -13.0], [14.0, -13.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [14.0, -13.0], [14.0, -13.0], [13.0, -12.0]]","[0.0, 0.0]"
"[[14.0, -13.0], [14.0, -13.0], [13.0, -12.0], [13.0, -12.0]]","[-1.9906439942054578e-20, -3.4700896349076206e-21]"
"[[14.0, -13.0], [13.0, -12.0], [13.0, -12.0], [12.0, -12.0]]","[-1.664113520002793e-20, -6.5093979602020386e-18]"
"[[13.0, -12.0], [13.0, -12.0], [12.0, -12.0], [12.0, -12.0]]","[0.0, 0.0]"
"[[13.0, -12.0], [12.0, -12.0], [12.0, -12.0], [12.0, -12.0]]","[0.0, 0.0]"
"[[12.0, -12.0], [12.0, -12.0], [12.0, -12.0], [11.0, -12.0]]","[0.0, 0.0]"
"[[12.0, -12.0], [12.0, -12.0], [11.0, -12.0], [11.0, -13.0]]","[0.0, 0.0]"
"[[12.0, -12.0], [11.0, -12.0], [11.0, -13.0], [10.0, -13.0]]","[0.0, 0.0]"
"[[11.0, -12.0], [11.0, -13.0], [10.0, -13.0], [10.0, -14.0]]","[-0.21522713114157077, -0.825034186380572]"
"[[11.0, -13.0], [10.0, -13.0], [10.0, -14.0], [10.0, -14.0]]","[0.0, 0.0]"
"[[10.0, -13.0], [10.0, -14.0], [10.0, -14.0], [9.0, -15.0]]","[0.0, 0.0]"
"[[10.0, -14.0], [10.0, -14.0], [9.0, -15.0], [9.0, -16.0]]","[0.0, 0.0]"
"[[10.0, -14.0], [9.0, -15.0], [9.0, -16.0], [8.0, -17.0]]","[-70.0, 0.0]"
"[[9.0, -15.0], [9.0, -16.0], [8.0, -17.0], [8.0, -18.0]]","[-70.0, 0.0]"
"[[9.0, -16.0], [8.0, -17.0], [8.0, -18.0], [8.0, -19.0]]","[-70.0, -70.0]"
"[[8.0, -17.0], [8.0, -18.0], [8.0, -19.0], [8.0, -19.0]]","[0.0, 0.0]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -0.0], [14.0, 1.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [0.0, -0.0], [14.0, 1.0], [14.0, 2.0]]","[0.0, 0.0]"
"[[0.0, -0.0], [14.0, 1.0], [14.0, 2.0], [13.0, 2.0]]","[0.0, 0.0]"
"[[14.0, 1.0], [14.0, 2.0], [13.0, 2.0], [13.0, 2.0]]","[0.0, 0.0]"
"[[14.0, 2.0], [13.0, 2.0], [13.0, 2.0], [12.0, 2.0]]","[0.0, 0.0]"
"[[13.0, 2.0], [13.0, 2.0], [12.0, 2.0], [12.0, 2.0]]","[0.0, 0.0]"
"[[13.0, 2.0], [12.0, 2.0], [12.0, 2.0], [12.0, 2.0]]","[0.0, 0.0]"
"[[12.0, 2.0], [12.0, 2.0], [12.0, 2.0], [11.0, 2.0]]","[0.0, 0.0]"
"[[12.0, 2.0], [12.0, 2.0], [11.0, 2.0], [11.0, 2.0]]","[0.0, 0.0]"
"[[12.0, 2.0], [11.0, 2.0], [11.0, 2.0], [10.0, 1.0]]","[0.0, 0.0]"
"[[11.0, 2.0], [11.0, 2.0], [10.0, 1.0], [10.0, 1.0]]","[0.0, 0.0]"
"[[11.0, 2.0], [10.0, 1.0], [10.0, 1.0], [10.0, 0.0]]","[0.0, 0.0]"
"[[10.0, 1.0], [10.0, 1.0], [10.0, 0.0], [9.0, -1.0]]","[0.0, 0.0]"
"[[10.0, 1.0], [10.0, 0.0], [9.0, -1.0], [9.0, -1.0]]","[0.0, 0.0]"
"[[10.0, 0.0], [9.0, -1.0], [9.0, -1.0], [8.0, -2.0]]","[0.0, 0.0]"
"[[9.0, -1.0], [9.0, -1.0], [8.0, -2.0], [8.0, -3.0]]","[-24.5, 0.0]"
"[[9.0, -1.0], [8.0, -2.0], [8.0, -3.0], [8.0, -4.0]]","[-91.0, -76.3]"
"[[8.0, -2.0], [8.0, -3.0], [8.0, -4.0], [8.0, -4.0]]","[0.0, 0.0]"
"[[8.0, -4.0], [7.0, -3.0], [7.0, -2.0], [6.0, -1.0]]","[0.0, 0.0]"
"[[7.0, -3.0], [7.0, -2.0], [6.0, -1.0], [6.0, -1.0]]","[0.0, 0.0]"
"[[7.0, -2.0], [6.0, -1.0], [6.0, -1.0], [6.0, -0.0]]","[0.0, 0.0]"
"[[6.0, -1.0], [6.0, -1.0], [6.0, -0.0], [5.0, 0.0]]","[0.0, 0.0]"
"[[6.0, -1.0], [6.0, -0.0], [5.0, 0.0], [5.0, 0.0]]","[0.0, 0.0]"
"[[6.0, -0.0], [5.0, 0.0], [5.0, 0.0], [4.0, 1.0]]","[0.0, 0.0]"
"[[5.0, 0.0], [5.0, 0.0], [4.0, 1.0], [4.0, 1.0]]","[0.0, 0.0]"
"[[5.0, 0.0], [4.0, 1.0], [4.0, 1.0], [4.0, 1.0]]","[0.0, 0.0]"
"[[4.0, 1.0], [4.0, 1.0], [4.0, 1.0], [3.0, 1.0]]","[0.0, 0.0]"
"[[4.0, 1.0], [4.0, 1.0], [3.0, 1.0], [3.0, 0.0]]","[0.0, 0.0]"
"[[4.0, 1.0], [3.0, 1.0], [3.0, 0.0], [2.0, 0.0]]","[0.0, 0.0]"
"[[3.0, 1.0], [3.0, 0.0], [2.0, 0.0], [2.0, -0.0]]","[0.0, 0.0]"
"[[3.0, 0.0], [2.0, 0.0], [2.0, -0.0], [2.0, -1.0]]","[0.0, 0.0]"
"[[2.0, 0.0], [2.0, -0.0], [2.0, -1.0], [1.0, -1.0]]","[0.0, 0.0]"
"[[2.0, -0.0], [2.0, -1.0], [1.0, -1.0], [1.0, -2.0]]","[0.0, 0.0]"
"[[2.0, -1.0], [1.0, -1.0], [1.0, -2.0], [0.0, -3.0]]","[-7.3500000000000005, 0.0]"
"[[1.0, -1.0], [1.0, -2.0], [0.0, -3.0], [0.0, -4.0]]","[-6.300000000000002, -70.0]"
"[[1.0, -2.0], [0.0, -3.0], [0.0, -4.0], [14.0, -14.0]]","[-70.0, 0.0]"
"[[0.0, -3.0], [0.0, -4.0], [14.0, -14.0], [14.0, -14.0]]","[0.0, 0.0]"
"[[10.0, -10.0], [10.0, -9.0], [9.0, -8.0], [9.0, -7.0]]","[-22.84958698396725, -52.82635900559192]"
"[[10.0, -20.0], [10.0, -20.0], [9.0, -19.0], [9.0, -18.0]]","[-12.475912373041197, -12.444805987629541]"
"[[10.0, -20.0], [9.0, -19.0], [9.0, -18.0], [8.0, -17.0]]","[-21.219564355137486, -24.999311295771527]"
"[[11.0, -18.0], [10.0, -18.0], [10.0, -17.0], [10.0, -16.0]]","[-3.1221500987023347, -3.1237310589186986]"
"[[10.0, -18.0], [10.0, -17.0], [10.0, -16.0], [9.0, -16.0]]","[-6.174869522258849, -7.11793042452118]"
"[[10.0, -16.0], [10.0, -15.0], [10.0, -14.0], [9.0, -13.0]]","[-19.009140593527274, -14.679497400078722]"
"[[0.0, -1.0], [0.0, -1.0], [14.0, -1.0], [14.0, -1.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [14.0, -1.0], [14.0, -1.0], [13.0, -0.0]]","[0.0, 0.0]"
"[[10.0, -2.0], [9.0, -3.0], [9.0, -4.0], [8.0, -5.0]]","[-20.923000000000002, -24.5]"
"[[0.0, -1.0], [14.0, -6.0], [14.0, -6.0], [13.0, -6.0]]","[0.0, 0.0]"
"[[14.0, -6.0], [14.0, -6.0], [13.0, -6.0], [13.0, -5.0]]","[0.0, 0.0]"
"[[14.0, -6.0], [13.0, -6.0], [13.0, -5.0], [12.0, -5.0]]","[0.0, 0.0]"
"[[13.0, -6.0], [13.0, -5.0], [12.0, -5.0], [12.0, -5.0]]","[0.0, 0.0]"
"[[12.0, -5.0], [12.0, -5.0], [12.0, -5.0], [11.0, -6.0]]","[0.0, 0.0]"
"[[12.0, -5.0], [12.0, -5.0], [11.0, -6.0], [11.0, -6.0]]","[0.0, 0.0]"
"[[12.0, -5.0], [11.0, -6.0], [11.0, -6.0], [10.0, -6.0]]","[-3.474709985505749e-26, 0.0]"
"[[11.0, -6.0], [11.0, -6.0], [10.0, -6.0], [10.0, -7.0]]","[-0.25035692264513115, -3.425071271427096e-26]"
"[[11.0, -18.0], [10.0, -17.0], [10.0, -17.0], [10.0, -16.0]]","[-3.037226512253156, -2.6644621772269623]"
"[[10.0, -17.0], [10.0, -16.0], [9.0, -15.0], [9.0, -15.0]]","[-11.75914759422971, -12.169039647318302]"
"[[10.0, -16.0], [9.0, -15.0], [9.0, -15.0], [8.0, -14.0]]","[-24.8947232513052, -24.959173716744846]"
"[[10.0, -20.0], [10.0, -20.0], [10.0, -19.0], [9.0, -18.0]]","[-6.158533708886801, -6.184689857271577]"
"[[10.0, -20.0], [10.0, -19.0], [9.0, -18.0], [9.0, -18.0]]","[-12.481172614147308, -8.821590045294435]"
"[[10.0, -1.0], [10.0, -2.0], [9.0, -3.0], [9.0, -4.0]]","[-5.702375, 0.0]"
"[[9.0, -3.0], [9.0, -4.0], [8.0, -4.0], [8.0, -5.0]]","[-77.35, -31.85]"
"[[9.0, -4.0], [8.0, -4.0], [8.0, -5.0], [8.0, -6.0]]","[-91.0, -70.0]"
"[[0.0, -1.0], [14.0, -1.0], [14.0, -1.0], [13.0, -1.0]]","[0.0, 0.0]"
"[[14.0, -1.0], [14.0, -1.0], [13.0, -1.0], [13.0, -0.0]]","[0.0, 0.0]"
"[[14.0, -1.0], [13.0, -1.0], [13.0, -0.0], [12.0, -0.0]]","[0.0, 0.0]"
"[[13.0, -1.0], [13.0, -0.0], [12.0, -0.0], [12.0, -0.0]]","[0.0, 0.0]"
"[[12.0, -0.0], [12.0, -0.0], [12.0, -0.0], [11.0, -1.0]]","[0.0, 0.0]"
"[[12.0, -0.0], [12.0, -0.0], [11.0, -1.0], [11.0, -1.0]]","[0.0, 0.0]"
"[[12.0, -0.0], [11.0, -1.0], [11.0, -1.0], [10.0, -1.0]]","[0.0, 0.0]"
"[[11.0, -1.0], [11.0, -1.0], [10.0, -1.0], [10.0, -2.0]]","[0.0, 0.0]"
"[[8.0, -4.0], [8.0, -4.0], [7.0, -3.0], [7.0, -3.0]]","[0.0, 0.0]"
"[[8.0, -4.0], [7.0, -3.0], [7.0, -3.0], [6.0, -3.0]]","[0.0, 0.0]"
"[[7.0, -3.0], [7.0, -3.0], [6.0, -3.0], [6.0, -3.0]]","[0.0, 0.0]"
"[[7.0, -3.0], [6.0, -3.0], [6.0, -3.0], [6.0, -3.0]]","[-11.147499999999999, 0.0]"
"[[6.0, -3.0], [6.0, -3.0], [6.0, -3.0], [5.0, -3.0]]","[0.0, 0.0]"
"[[6.0, -3.0], [6.0, -3.0], [5.0, -3.0], [5.0, -4.0]]","[-31.85, -70.0]"
"[[6.0, -3.0], [5.0, -3.0], [5.0, -4.0], [4.0, -4.0]]","[-97.30000000000001, -91.0]"
"[[5.0, -3.0], [5.0, -4.0], [4.0, -4.0], [4.0, -4.0]]","[0.0, 0.0]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -0.0], [14.0, -2.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [0.0, -0.0], [14.0, -2.0], [14.0, -1.0]]","[0.0, 0.0]"
"[[0.0, -0.0], [14.0, -2.0], [14.0, -1.0], [13.0, -1.0]]","[0.0, 0.0]"
"[[14.0, -1.0], [13.0, -1.0], [13.0, -1.0], [12.0, -1.0]]","[0.0, 0.0]"
"[[12.0, -1.0], [12.0, -1.0], [11.0, -1.0], [11.0, -1.0]]","[0.0, 0.0]"
"[[10.0, -2.0], [10.0, -2.0], [10.0, -3.0], [9.0, -4.0]]","[0.0, 0.0]"
"[[10.0, -2.0], [10.0, -3.0], [9.0, -4.0], [9.0, -4.0]]","[-3.0012499999999998, 0.0]"
"[[10.0, -3.0], [9.0, -4.0], [9.0, -4.0], [8.0, -5.0]]","[-17.06425, -24.5]"
"[[9.0, -4.0], [9.0, -4.0], [8.0, -5.0], [8.0, -6.0]]","[-83.94295000000001, -81.76]"
"[[10.0, -21.0], [10.0, -21.0], [9.0, -21.0], [9.0, -20.0]]","[-9.541573999999999, -10.2187460375]"
"[[10.0, -21.0], [9.0, -21.0], [9.0, -20.0], [8.0, -19.0]]","[-23.51376475, -23.99533675]"
"[[9.0, -21.0], [9.0, -20.0], [8.0, -19.0], [8.0, -18.0]]","[-50.63845077473, -156.77491760499998]"
"[[10.0, -13.0], [9.0, -12.0], [9.0, -12.0], [8.0, -11.0]]","[-72.68983475009625, -69.46994915245597]"
"[[10.0, -21.0], [10.0, -20.0], [10.0, -20.0], [9.0, -19.0]]","[-6.1029781434095804, -5.991419001323351]"
"[[10.0, -20.0], [9.0, -19.0], [9.0, -18.0], [8.0, -18.0]]","[-24.585099314938226, -24.746873205450484]"
"[[9.0, -18.0], [8.0, -18.0], [8.0, -17.0], [8.0, -17.0]]","[-91.0, -70.0]"
"[[10.0, -13.0], [9.0, -12.0], [9.0, -11.0], [8.0, -11.0]]","[-49.6576249539733, -38.68943168572621]"
"[[14.0, -15.0], [13.0, -15.0], [13.0, -16.0], [12.0, -15.0]]","[0.0, 0.0]"
"[[13.0, -15.0], [13.0, -16.0], [12.0, -15.0], [12.0, -15.0]]","[-0.011832449435960124, -0.04696135951850277]"
"[[13.0, -16.0], [12.0, -15.0], [12.0, -15.0], [12.0, -14.0]]","[-0.13952398970990865, -0.08405596507638617]"
"[[12.0, -15.0], [12.0, -15.0], [12.0, -14.0], [11.0, -13.0]]","[-0.39060948770948944, -0.1963903831688243]"
"[[11.0, -13.0], [10.0, -12.0], [10.0, -12.0], [10.0, -11.0]]","[-5.462024532335882, -4.519210841804697]"
"[[10.0, -12.0], [10.0, -12.0], [10.0, -11.0], [9.0, -10.0]]","[-12.12146462119537, -8.814884780485157]"
"[[10.0, -12.0], [10.0, -11.0], [9.0, -10.0], [9.0, -10.0]]","[-34.14514450231196, -33.0941226899539]"
"[[11.0, -10.0], [10.0, -9.0], [10.0, -9.0], [10.0, -8.0]]","[-1.8625251368391784, -4.804302744843174]"
"[[10.0, -9.0], [10.0, -8.0], [9.0, -7.0], [9.0, -7.0]]","[-21.05572626761335, -21.052445058439666]"
"[[10.0, -8.0], [9.0, -7.0], [9.0, -7.0], [8.0, -6.0]]","[-33.77513314521973, -64.17206822687982]"
"[[11.0, -15.0], [10.0, -15.0], [10.0, -14.0], [10.0, -13.0]]","[-3.1183969386298993, -3.122729638115673]"
"[[10.0, -15.0], [10.0, -14.0], [10.0, -13.0], [9.0, -12.0]]","[-11.520552850643178, -10.982386386152726]"
"[[10.0, -14.0], [10.0, -13.0], [9.0, -12.0], [9.0, -12.0]]","[-32.68735778312571, -31.451978344040576]"
"[[10.0, -12.0], [10.0, -11.0], [9.0, -10.0], [9.0, -9.0]]","[-83.9202753234614, -53.6923943821473]"
"[[9.0, -5.0], [8.0, -5.0], [8.0, -4.0], [8.0, -3.0]]","[0.0, 0.0]"
"[[8.0, -5.0], [8.0, -4.0], [8.0, -3.0], [7.0, -2.0]]","[0.0, 0.0]"
"[[8.0, -4.0], [8.0, -3.0], [7.0, -2.0], [7.0, -2.0]]","[0.0, 0.0]"
"[[8.0, -3.0], [7.0, -2.0], [7.0, -2.0], [6.0, -1.0]]","[0.0, 0.0]"
"[[7.0, -2.0], [7.0, -2.0], [6.0, -1.0], [6.0, -1.0]]","[0.0, 0.0]"
"[[6.0, -0.0], [5.0, 0.0], [5.0, 0.0], [4.0, 0.0]]","[0.0, 0.0]"
"[[4.0, 0.0], [4.0, 0.0], [3.0, 0.0], [3.0, -0.0]]","[0.0, 0.0]"
"[[4.0, 0.0], [3.0, 0.0], [3.0, -0.0], [2.0, -1.0]]","[0.0, 0.0]"
"[[3.0, 0.0], [3.0, -0.0], [2.0, -1.0], [2.0, -1.0]]","[0.0, 0.0]"
"[[3.0, -0.0], [2.0, -1.0], [2.0, -1.0], [2.0, -2.0]]","[0.0, 0.0]"
"[[2.0, -1.0], [2.0, -1.0], [2.0, -2.0], [1.0, -2.0]]","[0.0, 0.0]"
"[[2.0, -1.0], [2.0, -2.0], [1.0, -2.0], [1.0, -3.0]]","[-24.5, 0.0]"
"[[2.0, -2.0], [1.0, -2.0], [1.0, -3.0], [0.0, -4.0]]","[-91.0, -70.0]"
"[[1.0, -2.0], [1.0, -3.0], [0.0, -4.0], [0.0, -4.0]]","[0.0, 0.0]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -0.0], [14.0, -13.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [0.0, -0.0], [14.0, -13.0], [14.0, -12.0]]","[0.0, 0.0]"
"[[0.0, -0.0], [14.0, -13.0], [14.0, -12.0], [13.0, -12.0]]","[0.0, 0.0]"
"[[14.0, -13.0], [14.0, -12.0], [13.0, -12.0], [13.0, -12.0]]","[-5.891908735336468e-35, -8.837978251247353e-33]"
"[[14.0, -12.0], [13.0, -12.0], [13.0, -12.0], [12.0, -12.0]]","[0.0, 0.0]"
"[[12.0, -12.0], [12.0, -12.0], [11.0, -12.0], [11.0, -12.0]]","[-0.021304056290540625, 0.0]"
"[[12.0, -12.0], [11.0, -12.0], [11.0, -12.0], [10.0, -13.0]]","[0.0, 0.0]"
"[[11.0, -12.0], [11.0, -12.0], [10.0, -13.0], [10.0, -13.0]]","[0.0, 0.0]"
"[[11.0, -12.0], [10.0, -13.0], [10.0, -13.0], [10.0, -14.0]]","[-0.6827843743200833, 0.0]"
"[[10.0, -13.0], [10.0, -13.0], [10.0, -14.0], [9.0, -15.0]]","[-3.8821168730767304, -3.327099999983805]"
"[[10.0, -13.0], [10.0, -14.0], [9.0, -15.0], [9.0, -16.0]]","[-70.0, -10.84351624386749]"
"[[10.0, -14.0], [9.0, -15.0], [9.0, -16.0], [8.0, -16.0]]","[0.0, 0.0]"
"[[9.0, -15.0], [9.0, -16.0], [8.0, -16.0], [8.0, -17.0]]","[-24.5, 0.0]"
"[[9.0, -16.0], [8.0, -16.0], [8.0, -17.0], [8.0, -18.0]]","[-91.0, -70.0]"
"[[9.0, -12.0], [8.0, -11.0], [8.0, -11.0], [8.0, -11.0]]","[-70.0, 0.0]"
"[[14.0, -24.0], [13.0, -25.0], [13.0, -26.0], [12.0, -25.0]]","[-0.0008728237986878909, -0.0012273361236229247]"
"[[13.0, -25.0], [13.0, -26.0], [12.0, -25.0], [12.0, -24.0]]","[-0.007024264224375977, -0.008007842384124761]"
"[[13.0, -26.0], [12.0, -25.0], [12.0, -24.0], [12.0, -23.0]]","[-0.03000214000716858, -0.027058483448703704]"
"[[12.0, -25.0], [12.0, -24.0], [12.0, -23.0], [11.0, -22.0]]","[-0.08402464692574609, -0.09405283832234614]"
"[[11.0, -13.0], [10.0, -13.0], [10.0, -12.0], [10.0, -11.0]]","[-3.5683914708481033, -4.87786793989484]"
"[[10.0, -13.0], [10.0, -12.0], [10.0, -11.0], [9.0, -10.0]]","[-14.604080432052687, -10.864642455213804]"
"[[10.0, -13.0], [10.0, -12.0], [10.0, -11.0], [9.0, -11.0]]","[-6.166752120738188, -6.456878503072483]"
"[[12.0, -14.0], [11.0, -14.0], [11.0, -13.0], [10.0, -12.0]]","[-1.4347431594198594, -1.2729392996684428]"
"[[11.0, -14.0], [11.0, -13.0], [10.0, -12.0], [10.0, -12.0]]","[-2.4589468514652113, -2.5058715794993773]"
"[[10.0, -21.0], [9.0, -20.0], [9.0, -20.0], [8.0, -20.0]]","[-8.575, -8.575]"
"[[8.0, -3.0], [7.0, -3.0], [7.0, -2.0], [6.0, -1.0]]","[0.0, 0.0]"
"[[2.0, -1.0], [2.0, -1.0], [2.0, -2.0], [1.0, -3.0]]","[-4.1475, 0.0]"
"[[2.0, -1.0], [2.0, -2.0], [1.0, -3.0], [1.0, -3.0]]","[-24.5, 0.0]"
"[[2.0, -2.0], [1.0, -3.0], [1.0, -3.0], [0.0, -4.0]]","[-91.0, -70.0]"
"[[1.0, -3.0], [1.0, -3.0], [0.0, -4.0], [0.0, -4.0]]","[0.0, 0.0]"
"[[11.0, -20.0], [11.0, -20.0], [10.0, -19.0], [10.0, -18.0]]","[-1.432829229066026, -1.3359138478860788]"
"[[11.0, -20.0], [10.0, -19.0], [10.0, -18.0], [10.0, -18.0]]","[-3.0715000225553, -3.0557991413626637]"
"[[9.0, -17.0], [9.0, -16.0], [8.0, -16.0], [8.0, -16.0]]","[-24.5, 0.0]"
"[[11.0, -16.0], [11.0, -16.0], [10.0, -15.0], [10.0, -14.0]]","[-1.5618732835331852, -1.5545629193360222]"
"[[11.0, -16.0], [10.0, -15.0], [10.0, -14.0], [10.0, -14.0]]","[-2.708895234870636, -3.124698497101668]"
"[[9.0, -21.0], [9.0, -20.0], [8.0, -19.0], [8.0, -19.0]]","[-24.5, 0.0]"
"[[9.0, -20.0], [8.0, -19.0], [8.0, -19.0], [8.0, -18.0]]","[-91.0, -70.0]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -1.0], [14.0, -4.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [0.0, -1.0], [14.0, -4.0], [14.0, -3.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [14.0, -4.0], [14.0, -3.0], [13.0, -3.0]]","[0.0, 0.0]"
"[[14.0, -4.0], [14.0, -3.0], [13.0, -3.0], [13.0, -3.0]]","[0.0, 0.0]"
"[[14.0, -3.0], [13.0, -3.0], [13.0, -3.0], [12.0, -2.0]]","[0.0, 0.0]"
"[[13.0, -3.0], [13.0, -3.0], [12.0, -2.0], [12.0, -2.0]]","[0.0, 0.0]"
"[[13.0, -3.0], [12.0, -2.0], [12.0, -2.0], [12.0, -3.0]]","[0.0, 0.0]"
"[[12.0, -2.0], [12.0, -2.0], [12.0, -3.0], [11.0, -3.0]]","[0.0, 0.0]"
"[[12.0, -2.0], [12.0, -3.0], [11.0, -3.0], [11.0, -3.0]]","[0.0, 0.0]"
"[[12.0, -3.0], [11.0, -3.0], [11.0, -3.0], [10.0, -4.0]]","[0.0, 0.0]"
"[[11.0, -3.0], [11.0, -3.0], [10.0, -4.0], [10.0, -4.0]]","[0.0, 0.0]"
"[[11.0, -3.0], [10.0, -4.0], [10.0, -4.0], [10.0, -5.0]]","[-7.087592252560163e-11, 0.0]"
"[[10.0, -4.0], [10.0, -4.0], [10.0, -5.0], [9.0, -5.0]]","[-1.3655687499999996, 0.0]"
"[[10.0, -4.0], [10.0, -5.0], [9.0, -5.0], [9.0, -6.0]]","[-3.781575, -8.581251174999998]"
"[[10.0, -5.0], [9.0, -5.0], [9.0, -6.0], [8.0, -7.0]]","[-13.72, -15.62365]"
"[[9.0, -5.0], [9.0, -6.0], [8.0, -7.0], [8.0, -8.0]]","[-81.76, -91.0]"
"[[9.0, -6.0], [8.0, -7.0], [8.0, -8.0], [8.0, -9.0]]","[-97.30000000000001, -97.30000000000001]"
"[[8.0, -7.0], [8.0, -8.0], [8.0, -9.0], [8.0, -9.0]]","[0.0, 0.0]"
"[[0.0, -1.0], [14.0, -0.0], [14.0, -0.0], [13.0, 0.0]]","[0.0, 0.0]"
"[[14.0, -0.0], [14.0, -0.0], [13.0, 0.0], [13.0, 0.0]]","[0.0, 0.0]"
"[[12.0, 0.0], [11.0, 0.0], [11.0, -0.0], [10.0, -0.0]]","[0.0, 0.0]"
"[[11.0, 0.0], [11.0, -0.0], [10.0, -0.0], [10.0, -1.0]]","[0.0, 0.0]"
"[[11.0, -0.0], [10.0, -0.0], [10.0, -1.0], [10.0, -2.0]]","[0.0, 0.0]"
"[[10.0, -0.0], [10.0, -1.0], [10.0, -2.0], [9.0, -2.0]]","[0.0, 0.0]"
"[[10.0, -1.0], [10.0, -2.0], [9.0, -2.0], [9.0, -3.0]]","[0.0, 0.0]"
"[[10.0, -2.0], [9.0, -2.0], [9.0, -3.0], [8.0, -4.0]]","[-8.575, 0.0]"
"[[9.0, -2.0], [9.0, -3.0], [8.0, -4.0], [8.0, -5.0]]","[-77.35, -31.85]"
"[[1.0, -2.0], [0.0, -1.0], [0.0, -0.0], [14.0, -6.0]]","[0.0, 0.0]"
