state_history,actions
"[[18.0, -10.0], [18.0, -10.0], [17.0, -9.0], [17.0, -9.0]]","[0.0, 0.0]"
"[[18.0, -10.0], [17.0, -9.0], [17.0, -9.0], [16.0, -9.0]]","[0.0, 0.0]"
"[[15.0, -9.0], [15.0, -10.0], [14.0, -10.0], [14.0, -10.0]]","[0.0, 0.0]"
"[[15.0, -10.0], [14.0, -10.0], [14.0, -10.0], [14.0, -11.0]]","[0.0, 0.0]"
"[[9.0, -19.0], [8.0, -19.0], [8.0, -18.0], [8.0, -17.0]]","[-97.30000000000001, -97.30000000000001]"
"[[8.0, -19.0], [8.0, -18.0], [8.0, -17.0], [8.0, -17.0]]","[0.0, 0.0]"
"[[9.0, -17.0], [8.0, -17.0], [8.0, -18.0], [8.0, -17.0]]","[-91.0, -70.0]"
"[[8.0, -17.0], [8.0, -18.0], [8.0, -17.0], [8.0, -17.0]]","[0.0, 0.0]"
"[[9.0, -16.0], [9.0, -16.0], [8.0, -16.0], [8.0, -15.0]]","[-42.3497933285, -45.49973132705001]"
"[[9.0, -16.0], [8.0, -16.0], [8.0, -15.0], [8.0, -14.0]]","[-99.99999999651322, -99.9999999883774]"
"[[8.0, -16.0], [8.0, -15.0], [8.0, -14.0], [8.0, -14.0]]","[0.0, 0.0]"
"[[36.0, -18.0], [36.0, -18.0], [36.0, -20.0], [35.0, -19.0]]","[0.0, 0.0]"
"[[36.0, -18.0], [36.0, -20.0], [35.0, -19.0], [35.0, -18.0]]","[0.0, 0.0]"
"[[35.0, -19.0], [35.0, -18.0], [34.0, -17.0], [34.0, -16.0]]","[0.0, 0.0]"
"[[30.0, -16.0], [29.0, -17.0], [29.0, -18.0], [28.0, -19.0]]","[0.0, 0.0]"
"[[28.0, -19.0], [27.0, -18.0], [27.0, -17.0], [26.0, -16.0]]","[0.0, 0.0]"
"[[22.0, -16.0], [22.0, -17.0], [21.0, -18.0], [21.0, -19.0]]","[0.0, 0.0]"
"[[20.0, -19.0], [20.0, -18.0], [19.0, -17.0], [19.0, -16.0]]","[0.0, 0.0]"
"[[14.0, -16.0], [14.0, -17.0], [14.0, -18.0], [13.0, -19.0]]","[-0.0005472055603873635, -0.0015324469317555534]"
"[[12.0, -19.0], [12.0, -18.0], [12.0, -17.0], [11.0, -16.0]]","[-0.19229344832210218, -0.19123160709160109]"
"[[10.0, -16.0], [9.0, -16.0], [9.0, -16.0], [8.0, -15.0]]","[-54.93232498038543, -55.69635748640585]"
"[[9.0, -16.0], [9.0, -16.0], [8.0, -15.0], [8.0, -14.0]]","[-149.18999998966797, -147.29999998427996]"
"[[9.0, -16.0], [8.0, -15.0], [8.0, -14.0], [8.0, -13.0]]","[-99.99999999999999, -99.99999999999994]"
"[[8.0, -15.0], [8.0, -14.0], [8.0, -13.0], [8.0, -13.0]]","[0.0, 0.0]"
"[[14.0, -23.0], [13.0, -24.0], [13.0, -25.0], [12.0, -24.0]]","[-0.0025359620247345075, -0.0017848075008357071]"
"[[13.0, -24.0], [13.0, -25.0], [12.0, -24.0], [12.0, -23.0]]","[-0.001769616283063729, -0.00617376927445796]"
"[[13.0, -25.0], [12.0, -24.0], [12.0, -23.0], [12.0, -22.0]]","[-0.018952064320768017, -0.04188331990820012]"
"[[12.0, -24.0], [12.0, -23.0], [12.0, -22.0], [11.0, -22.0]]","[-0.05293860926859631, -0.04469646094050751]"
"[[12.0, -23.0], [12.0, -22.0], [11.0, -22.0], [11.0, -21.0]]","[-0.16971617546249465, -0.1869641885238111]"
"[[12.0, -22.0], [11.0, -22.0], [11.0, -21.0], [10.0, -21.0]]","[-0.013094911871580116, -0.23723713461127766]"
"[[11.0, -22.0], [11.0, -21.0], [10.0, -21.0], [10.0, -20.0]]","[-1.3025998618764136, -1.192984587762108]"
"[[11.0, -21.0], [10.0, -21.0], [10.0, -20.0], [10.0, -20.0]]","[-0.3686978113546875, -1.085607985765625]"
"[[10.0, -21.0], [10.0, -20.0], [10.0, -20.0], [9.0, -20.0]]","[-1.0504375, -1.4884699374999997]"
"[[10.0, -20.0], [10.0, -20.0], [9.0, -20.0], [9.0, -20.0]]","[-4.4113272875, -6.60275]"
"[[10.0, -20.0], [9.0, -20.0], [9.0, -20.0], [8.0, -20.0]]","[-13.719999999999999, -3.3921756750000003]"
"[[9.0, -20.0], [9.0, -20.0], [8.0, -20.0], [8.0, -20.0]]","[-34.716499999999996, -41.405]"
"[[9.0, -20.0], [8.0, -20.0], [8.0, -20.0], [8.0, -21.0]]","[-91.0, -91.0]"
"[[8.0, -20.0], [8.0, -20.0], [8.0, -21.0], [8.0, -21.0]]","[0.0, 0.0]"
"[[20.0, -22.0], [19.0, -22.0], [19.0, -21.0], [18.0, -20.0]]","[0.0, 0.0]"
"[[19.0, -22.0], [19.0, -21.0], [18.0, -20.0], [18.0, -20.0]]","[0.0, 0.0]"
"[[18.0, -20.0], [18.0, -20.0], [18.0, -20.0], [17.0, -20.0]]","[-6.4568392140250464e-27, -2.1701099208009744e-52]"
"[[16.0, -20.0], [16.0, -20.0], [15.0, -20.0], [15.0, -20.0]]","[-3.6703134877726623e-06, -3.3183095282945824e-05]"
"[[15.0, -20.0], [15.0, -20.0], [14.0, -21.0], [14.0, -22.0]]","[0.0, 0.0]"
"[[15.0, -20.0], [14.0, -21.0], [14.0, -22.0], [14.0, -22.0]]","[-8.91401760817565e-07, 0.0]"
"[[26.0, -14.0], [25.0, -14.0], [25.0, -14.0], [24.0, -13.0]]","[0.0, 0.0]"
"[[25.0, -14.0], [25.0, -14.0], [24.0, -13.0], [24.0, -13.0]]","[0.0, 0.0]"
"[[25.0, -14.0], [24.0, -13.0], [24.0, -13.0], [24.0, -14.0]]","[0.0, 0.0]"
"[[24.0, -13.0], [24.0, -13.0], [24.0, -14.0], [23.0, -14.0]]","[0.0, 0.0]"
"[[24.0, -13.0], [24.0, -14.0], [23.0, -14.0], [23.0, -14.0]]","[0.0, 0.0]"
"[[18.0, -14.0], [18.0, -14.0], [17.0, -14.0], [17.0, -13.0]]","[0.0, 0.0]"
"[[18.0, -14.0], [17.0, -14.0], [17.0, -13.0], [16.0, -13.0]]","[0.0, 0.0]"
"[[17.0, -14.0], [17.0, -13.0], [16.0, -13.0], [16.0, -14.0]]","[0.0, 0.0]"
"[[17.0, -13.0], [16.0, -13.0], [16.0, -14.0], [16.0, -14.0]]","[0.0, 0.0]"
"[[16.0, -13.0], [16.0, -14.0], [16.0, -14.0], [15.0, -14.0]]","[0.0, 0.0]"
"[[10.0, -14.0], [10.0, -14.0], [10.0, -14.0], [9.0, -13.0]]","[-9.039957378712113, -9.49969896460025]"
"[[10.0, -14.0], [10.0, -14.0], [9.0, -13.0], [9.0, -13.0]]","[-8.840741225178949, -8.379268290279425]"
"[[10.0, -14.0], [9.0, -13.0], [9.0, -13.0], [8.0, -14.0]]","[-8.575, 0.0]"
"[[9.0, -13.0], [9.0, -13.0], [8.0, -14.0], [8.0, -14.0]]","[-31.85, -24.5]"
"[[9.0, -13.0], [8.0, -14.0], [8.0, -14.0], [8.0, -14.0]]","[-91.0, -91.0]"
"[[41.0, -3.0], [41.0, -4.0], [40.0, -4.0], [40.0, -6.0]]","[0.0, 0.0]"
"[[41.0, -4.0], [40.0, -4.0], [40.0, -6.0], [40.0, -6.0]]","[0.0, 0.0]"
"[[40.0, -4.0], [40.0, -6.0], [40.0, -6.0], [39.0, -8.0]]","[0.0, 0.0]"
"[[40.0, -6.0], [40.0, -6.0], [39.0, -8.0], [39.0, -8.0]]","[0.0, 0.0]"
"[[40.0, -6.0], [39.0, -8.0], [39.0, -8.0], [38.0, -10.0]]","[0.0, 0.0]"
"[[39.0, -8.0], [39.0, -8.0], [38.0, -10.0], [38.0, -10.0]]","[0.0, 0.0]"
"[[39.0, -8.0], [38.0, -10.0], [38.0, -10.0], [38.0, -12.0]]","[0.0, 0.0]"
"[[38.0, -10.0], [38.0, -10.0], [38.0, -12.0], [37.0, -12.0]]","[0.0, 0.0]"
"[[38.0, -10.0], [38.0, -12.0], [37.0, -12.0], [37.0, -14.0]]","[0.0, 0.0]"
"[[38.0, -12.0], [37.0, -12.0], [37.0, -14.0], [36.0, -14.0]]","[0.0, 0.0]"
"[[37.0, -12.0], [37.0, -14.0], [36.0, -14.0], [36.0, -16.0]]","[0.0, 0.0]"
"[[37.0, -14.0], [36.0, -14.0], [36.0, -16.0], [36.0, -16.0]]","[-24.5, 0.0]"
"[[36.0, -14.0], [36.0, -16.0], [36.0, -16.0], [35.0, -17.0]]","[-91.0, -70.0]"
"[[36.0, -16.0], [36.0, -16.0], [35.0, -17.0], [35.0, -17.0]]","[0.0, 0.0]"
"[[48.0, -12.0], [47.0, -11.0], [47.0, -10.0], [46.0, -9.0]]","[0.0, 0.0]"
"[[42.0, -9.0], [42.0, -10.0], [41.0, -11.0], [41.0, -12.0]]","[0.0, 0.0]"
"[[41.0, -11.0], [41.0, -12.0], [40.0, -12.0], [40.0, -13.0]]","[0.0, 0.0]"
"[[41.0, -12.0], [40.0, -12.0], [40.0, -13.0], [40.0, -14.0]]","[0.0, 0.0]"
"[[36.0, -22.0], [36.0, -23.0], [36.0, -24.0], [35.0, -24.0]]","[0.0, 0.0]"
"[[36.0, -23.0], [36.0, -24.0], [35.0, -24.0], [35.0, -23.0]]","[0.0, 0.0]"
"[[35.0, -24.0], [35.0, -23.0], [34.0, -22.0], [34.0, -21.0]]","[0.0, 0.0]"
"[[30.0, -21.0], [29.0, -22.0], [29.0, -23.0], [28.0, -24.0]]","[0.0, 0.0]"
"[[29.0, -23.0], [28.0, -24.0], [28.0, -24.0], [28.0, -24.0]]","[0.0, 0.0]"
"[[28.0, -24.0], [28.0, -24.0], [28.0, -24.0], [27.0, -23.0]]","[0.0, 0.0]"
"[[28.0, -24.0], [28.0, -24.0], [27.0, -23.0], [27.0, -22.0]]","[0.0, 0.0]"
"[[28.0, -24.0], [27.0, -23.0], [27.0, -22.0], [26.0, -21.0]]","[0.0, 0.0]"
"[[22.0, -21.0], [22.0, -22.0], [21.0, -23.0], [21.0, -24.0]]","[0.0, 0.0]"
"[[22.0, -22.0], [21.0, -23.0], [21.0, -24.0], [20.0, -24.0]]","[-24.5, 0.0]"
"[[21.0, -23.0], [21.0, -24.0], [20.0, -24.0], [20.0, -25.0]]","[-91.0, -70.0]"
"[[21.0, -24.0], [20.0, -24.0], [20.0, -25.0], [20.0, -25.0]]","[0.0, 0.0]"
"[[29.0, -17.0], [28.0, -18.0], [28.0, -18.0], [28.0, -18.0]]","[0.0, 0.0]"
"[[28.0, -18.0], [28.0, -18.0], [28.0, -18.0], [27.0, -17.0]]","[0.0, 0.0]"
"[[28.0, -18.0], [28.0, -18.0], [27.0, -17.0], [27.0, -16.0]]","[0.0, 0.0]"
"[[22.0, -16.0], [21.0, -17.0], [21.0, -18.0], [20.0, -18.0]]","[-24.5, 0.0]"
"[[21.0, -17.0], [21.0, -18.0], [20.0, -18.0], [20.0, -19.0]]","[-91.0, -70.0]"
"[[21.0, -18.0], [20.0, -18.0], [20.0, -19.0], [20.0, -19.0]]","[0.0, 0.0]"
"[[9.0, -16.0], [8.0, -15.0], [8.0, -14.0], [8.0, -14.0]]","[-99.99999999651322, -99.9999999883774]"
"[[8.0, -15.0], [8.0, -14.0], [8.0, -14.0], [8.0, -14.0]]","[0.0, 0.0]"
"[[19.0, -13.0], [19.0, -12.0], [18.0, -12.0], [18.0, -12.0]]","[0.0, 0.0]"
"[[19.0, -12.0], [18.0, -12.0], [18.0, -12.0], [18.0, -11.0]]","[0.0, 0.0]"
"[[16.0, -11.0], [15.0, -12.0], [15.0, -12.0], [14.0, -12.0]]","[0.0, 0.0]"
"[[15.0, -12.0], [15.0, -12.0], [14.0, -12.0], [14.0, -13.0]]","[-2.8354250126633504e-18, 0.0]"
"[[14.0, -14.0], [13.0, -14.0], [13.0, -15.0], [12.0, -14.0]]","[-0.007569068583245183, -0.007674659425720435]"
"[[13.0, -14.0], [13.0, -15.0], [12.0, -14.0], [12.0, -14.0]]","[-0.039445917790652485, -0.022739435795997822]"
"[[13.0, -15.0], [12.0, -14.0], [12.0, -14.0], [12.0, -13.0]]","[-0.1156853474166719, -0.10706663347166646]"
"[[12.0, -14.0], [12.0, -14.0], [12.0, -13.0], [11.0, -12.0]]","[-0.2561855273295336, -0.1993101044819645]"
"[[12.0, -14.0], [12.0, -13.0], [11.0, -12.0], [11.0, -12.0]]","[-0.5594685568797635, -0.5648694320460078]"
"[[12.0, -13.0], [11.0, -12.0], [11.0, -12.0], [10.0, -12.0]]","[-0.3664735035921198, -0.12408522476213278]"
"[[11.0, -12.0], [11.0, -12.0], [10.0, -12.0], [10.0, -11.0]]","[-2.0827662277966192, -2.591271066398053]"
"[[11.0, -12.0], [10.0, -12.0], [10.0, -11.0], [10.0, -11.0]]","[-2.0162092402260154, -2.458859309462586]"
"[[10.0, -12.0], [10.0, -11.0], [10.0, -11.0], [9.0, -11.0]]","[-2.0746140625, -2.62609375]"
"[[9.0, -11.0], [8.0, -11.0], [8.0, -11.0], [8.0, -12.0]]","[-70.0, -70.0]"
"[[8.0, -11.0], [8.0, -11.0], [8.0, -12.0], [8.0, -12.0]]","[0.0, 0.0]"
"[[9.0, -10.0], [8.0, -9.0], [8.0, -8.0], [8.0, -8.0]]","[-100.0, -100.0]"
"[[8.0, -9.0], [8.0, -8.0], [8.0, -8.0], [8.0, -8.0]]","[0.0, 0.0]"
"[[13.0, -25.0], [12.0, -24.0], [12.0, -23.0], [12.0, -23.0]]","[0.0, 0.0]"
"[[12.0, -24.0], [12.0, -23.0], [12.0, -23.0], [11.0, -22.0]]","[-0.012401234625376832, 0.0]"
"[[12.0, -23.0], [12.0, -23.0], [11.0, -22.0], [11.0, -22.0]]","[-0.05000503024374889, -0.1339495688516669]"
"[[12.0, -23.0], [11.0, -22.0], [11.0, -22.0], [10.0, -21.0]]","[-0.4239055113676363, -0.46318241783533864]"
"[[11.0, -22.0], [11.0, -22.0], [10.0, -21.0], [10.0, -21.0]]","[-0.27444956510781243, -0.39659613104436703]"
"[[11.0, -22.0], [10.0, -21.0], [10.0, -21.0], [10.0, -21.0]]","[-0.6441650403124999, -0.7353650745]"
"[[10.0, -21.0], [10.0, -21.0], [10.0, -21.0], [9.0, -21.0]]","[-1.6806999999999999, -3.2008931499999997]"
"[[10.0, -21.0], [10.0, -21.0], [9.0, -21.0], [9.0, -21.0]]","[-5.072112499999999, -6.8728625]"
"[[10.0, -21.0], [9.0, -21.0], [9.0, -21.0], [8.0, -21.0]]","[-14.49175, -11.147499999999999]"
"[[9.0, -21.0], [9.0, -21.0], [8.0, -21.0], [8.0, -21.0]]","[-9.555000000000001, -31.85]"
"[[9.0, -21.0], [8.0, -21.0], [8.0, -21.0], [8.0, -21.0]]","[-91.0, -91.0]"
"[[8.0, -21.0], [8.0, -21.0], [8.0, -21.0], [8.0, -21.0]]","[0.0, 0.0]"
"[[10.0, -21.0], [10.0, -21.0], [10.0, -21.0], [9.0, -20.0]]","[-3.2816928025, -3.697993789]"
"[[10.0, -21.0], [10.0, -21.0], [9.0, -20.0], [9.0, -20.0]]","[-3.0012499999999998, 0.0]"
"[[10.0, -21.0], [9.0, -20.0], [9.0, -20.0], [8.0, -21.0]]","[-11.147499999999999, -8.575]"
"[[9.0, -20.0], [9.0, -20.0], [8.0, -21.0], [8.0, -21.0]]","[-31.85, -31.85]"
"[[9.0, -20.0], [8.0, -21.0], [8.0, -21.0], [8.0, -21.0]]","[-91.0, -91.0]"
"[[13.0, -24.0], [12.0, -23.0], [12.0, -22.0], [12.0, -22.0]]","[-0.04133034943272776, -0.04927941477757761]"
"[[12.0, -23.0], [12.0, -22.0], [12.0, -22.0], [11.0, -21.0]]","[-0.14231852299612033, -0.12667432002905835]"
"[[12.0, -22.0], [12.0, -22.0], [11.0, -21.0], [11.0, -20.0]]","[-0.3405479664926164, -0.32219618927250165]"
"[[12.0, -22.0], [11.0, -21.0], [11.0, -20.0], [10.0, -20.0]]","[-0.4634092183722418, -0.4912259284869171]"
"[[11.0, -20.0], [10.0, -20.0], [10.0, -20.0], [10.0, -20.0]]","[-1.183975417625, -0.8682422669374998]"
"[[10.0, -20.0], [10.0, -20.0], [10.0, -20.0], [9.0, -20.0]]","[-1.30285763125, -2.18018303125]"
"[[9.0, -20.0], [8.0, -20.0], [8.0, -20.0], [8.0, -20.0]]","[-70.0, -70.0]"
"[[8.0, -20.0], [8.0, -20.0], [8.0, -20.0], [8.0, -20.0]]","[0.0, 0.0]"
"[[9.0, -15.0], [9.0, -15.0], [8.0, -15.0], [8.0, -14.0]]","[-43.61, -39.2]"
"[[9.0, -15.0], [8.0, -15.0], [8.0, -14.0], [8.0, -14.0]]","[-99.19000000000001, -97.30000000000001]"
"[[26.0, -13.0], [25.0, -13.0], [25.0, -13.0], [24.0, -12.0]]","[0.0, 0.0]"
"[[25.0, -13.0], [25.0, -13.0], [24.0, -12.0], [24.0, -12.0]]","[0.0, 0.0]"
"[[25.0, -13.0], [24.0, -12.0], [24.0, -12.0], [24.0, -13.0]]","[0.0, 0.0]"
"[[24.0, -12.0], [24.0, -12.0], [24.0, -13.0], [23.0, -13.0]]","[0.0, 0.0]"
"[[24.0, -12.0], [24.0, -13.0], [23.0, -13.0], [23.0, -13.0]]","[0.0, 0.0]"
"[[18.0, -13.0], [18.0, -13.0], [17.0, -13.0], [17.0, -12.0]]","[0.0, 0.0]"
"[[18.0, -13.0], [17.0, -13.0], [17.0, -12.0], [16.0, -12.0]]","[0.0, 0.0]"
"[[17.0, -13.0], [17.0, -12.0], [16.0, -12.0], [16.0, -13.0]]","[0.0, 0.0]"
"[[17.0, -12.0], [16.0, -12.0], [16.0, -13.0], [16.0, -13.0]]","[0.0, 0.0]"
"[[16.0, -12.0], [16.0, -13.0], [16.0, -13.0], [15.0, -13.0]]","[0.0, 0.0]"
"[[13.0, -17.0], [12.0, -16.0], [12.0, -15.0], [12.0, -15.0]]","[-0.08026333924156986, -0.07600354469873515]"
"[[12.0, -16.0], [12.0, -15.0], [12.0, -15.0], [11.0, -14.0]]","[-0.18004240882722178, -0.16215438641656763]"
"[[12.0, -15.0], [12.0, -15.0], [11.0, -14.0], [11.0, -14.0]]","[-0.33243346716380473, -0.3439917153635192]"
"[[10.0, -13.0], [10.0, -13.0], [10.0, -13.0], [9.0, -12.0]]","[-5.5219271197867315, -5.8398364743736355]"
"[[10.0, -13.0], [10.0, -13.0], [9.0, -12.0], [9.0, -12.0]]","[-1.52163375, -8.749999999966297]"
"[[10.0, -13.0], [9.0, -12.0], [9.0, -12.0], [8.0, -13.0]]","[0.0, 0.0]"
"[[9.0, -12.0], [9.0, -12.0], [8.0, -13.0], [8.0, -13.0]]","[-24.5, -24.5]"
"[[9.0, -12.0], [8.0, -13.0], [8.0, -13.0], [8.0, -13.0]]","[-91.0, -70.0]"
"[[9.0, -11.0], [8.0, -11.0], [8.0, -12.0], [8.0, -11.0]]","[-70.0, -70.0]"
"[[8.0, -11.0], [8.0, -12.0], [8.0, -11.0], [8.0, -11.0]]","[0.0, 0.0]"
"[[11.0, -14.0], [11.0, -13.0], [10.0, -13.0], [10.0, -12.0]]","[-2.0546428008790985, -2.2484598170644414]"
"[[11.0, -13.0], [10.0, -13.0], [10.0, -12.0], [10.0, -12.0]]","[-2.577861510571446, -2.83286928937673]"
"[[10.0, -13.0], [10.0, -12.0], [10.0, -12.0], [9.0, -12.0]]","[-0.8643397235550001, -2.4055018749999997]"
"[[9.0, -12.0], [9.0, -12.0], [8.0, -12.0], [8.0, -11.0]]","[-77.1274513994522, -140.56948449777747]"
"[[9.0, -12.0], [8.0, -12.0], [8.0, -11.0], [8.0, -11.0]]","[-99.19000000000001, -99.19000000000001]"
"[[8.0, -12.0], [8.0, -11.0], [8.0, -11.0], [8.0, -11.0]]","[0.0, 0.0]"
"[[9.0, -14.0], [8.0, -14.0], [8.0, -15.0], [8.0, -14.0]]","[-91.0, -70.0]"
"[[8.0, -14.0], [8.0, -15.0], [8.0, -14.0], [8.0, -14.0]]","[0.0, 0.0]"
"[[9.0, -12.0], [8.0, -12.0], [8.0, -11.0], [8.0, -10.0]]","[-99.99999999999747, -99.99999999999747]"
"[[8.0, -12.0], [8.0, -11.0], [8.0, -10.0], [8.0, -10.0]]","[0.0, 0.0]"
"[[11.0, -22.0], [11.0, -21.0], [10.0, -21.0], [10.0, -21.0]]","[-0.0139783556390625, -0.047273866880933435]"
"[[11.0, -21.0], [10.0, -21.0], [10.0, -21.0], [10.0, -20.0]]","[-1.8212139013717905, -1.3385580990795123]"
"[[10.0, -21.0], [10.0, -21.0], [10.0, -20.0], [9.0, -20.0]]","[-1.0504375, -0.010269812306250006]"
"[[10.0, -21.0], [10.0, -20.0], [9.0, -20.0], [9.0, -20.0]]","[-5.1280257874999995, -3.0012499999999998]"
"[[9.0, -20.0], [9.0, -20.0], [8.0, -20.0], [8.0, -21.0]]","[0.0, 0.0]"
"[[9.0, -20.0], [8.0, -20.0], [8.0, -21.0], [8.0, -21.0]]","[-70.0, 0.0]"
"[[8.0, -20.0], [8.0, -21.0], [8.0, -21.0], [8.0, -21.0]]","[0.0, 0.0]"
"[[22.0, -12.0], [21.0, -12.0], [21.0, -13.0], [20.0, -12.0]]","[0.0, 0.0]"
"[[21.0, -12.0], [21.0, -13.0], [20.0, -12.0], [20.0, -12.0]]","[0.0, 0.0]"
"[[21.0, -13.0], [20.0, -12.0], [20.0, -12.0], [20.0, -11.0]]","[0.0, 0.0]"
"[[18.0, -9.0], [18.0, -9.0], [18.0, -9.0], [17.0, -9.0]]","[0.0, 0.0]"
"[[13.0, -23.0], [12.0, -22.0], [12.0, -21.0], [12.0, -21.0]]","[-0.016909505116908034, -0.025436759810131205]"
"[[12.0, -22.0], [12.0, -21.0], [12.0, -21.0], [11.0, -20.0]]","[-0.11834743505336132, -0.10712018916851501]"
"[[12.0, -21.0], [12.0, -21.0], [11.0, -20.0], [11.0, -20.0]]","[-0.11370605719109339, -0.1442096318838113]"
"[[10.0, -19.0], [10.0, -19.0], [10.0, -19.0], [9.0, -18.0]]","[-4.60215576625, -3.250053624999999]"
"[[10.0, -19.0], [10.0, -19.0], [9.0, -18.0], [9.0, -18.0]]","[-8.74588501403443, 0.0]"
"[[10.0, -19.0], [9.0, -18.0], [9.0, -18.0], [8.0, -19.0]]","[0.0, 0.0]"
"[[9.0, -18.0], [9.0, -18.0], [8.0, -19.0], [8.0, -19.0]]","[-24.5, 0.0]"
"[[9.0, -18.0], [8.0, -19.0], [8.0, -19.0], [8.0, -19.0]]","[-91.0, -70.0]"
"[[13.0, -13.0], [13.0, -14.0], [12.0, -13.0], [12.0, -13.0]]","[0.0, 0.0]"
"[[13.0, -14.0], [12.0, -13.0], [12.0, -13.0], [12.0, -12.0]]","[-0.042055613033669885, -0.022894171902570766]"
"[[12.0, -13.0], [12.0, -13.0], [12.0, -12.0], [11.0, -11.0]]","[-0.07153471425795338, -0.11610743067592563]"
"[[12.0, -13.0], [12.0, -12.0], [11.0, -11.0], [11.0, -11.0]]","[-0.3534400093455733, -0.3258149849671023]"
"[[10.0, -17.0], [10.0, -17.0], [10.0, -17.0], [9.0, -17.0]]","[-1.144976875, -3.0042512499999994]"
"[[10.0, -8.0], [10.0, -8.0], [9.0, -8.0], [9.0, -7.0]]","[-27.685036861342788, -26.56498087068829]"
"[[10.0, -8.0], [9.0, -8.0], [9.0, -7.0], [8.0, -6.0]]","[-70.40790806782636, -31.921032971017677]"
"[[9.0, -8.0], [9.0, -7.0], [8.0, -6.0], [8.0, -5.0]]","[-149.4264027714354, -149.41124308465135]"
"[[9.0, -7.0], [8.0, -6.0], [8.0, -5.0], [8.0, -5.0]]","[-99.9999468559, -99.99982285300001]"
"[[8.0, -6.0], [8.0, -5.0], [8.0, -5.0], [8.0, -5.0]]","[0.0, 0.0]"
"[[9.0, -15.0], [8.0, -15.0], [8.0, -14.0], [8.0, -13.0]]","[-99.99803170000001, -99.99803170000001]"
"[[19.0, -23.0], [19.0, -22.0], [18.0, -22.0], [18.0, -22.0]]","[0.0, 0.0]"
"[[19.0, -22.0], [18.0, -22.0], [18.0, -22.0], [18.0, -21.0]]","[0.0, 0.0]"
"[[18.0, -22.0], [18.0, -22.0], [18.0, -21.0], [17.0, -21.0]]","[0.0, 0.0]"
"[[18.0, -22.0], [18.0, -21.0], [17.0, -21.0], [17.0, -21.0]]","[-3.2650395184832836e-11, 0.0]"
"[[16.0, -21.0], [16.0, -21.0], [16.0, -21.0], [15.0, -22.0]]","[0.0, 0.0]"
"[[16.0, -21.0], [16.0, -21.0], [15.0, -22.0], [15.0, -22.0]]","[0.0, 0.0]"
"[[16.0, -21.0], [15.0, -22.0], [15.0, -22.0], [14.0, -22.0]]","[0.0, 0.0]"
"[[15.0, -22.0], [15.0, -22.0], [14.0, -22.0], [14.0, -23.0]]","[0.0, 0.0]"
"[[14.0, -20.0], [13.0, -20.0], [13.0, -21.0], [12.0, -20.0]]","[-0.0013601631850279937, -0.001024183273823655]"
"[[13.0, -20.0], [13.0, -21.0], [12.0, -20.0], [12.0, -20.0]]","[-0.00882339323467413, -0.02924680831556727]"
"[[13.0, -21.0], [12.0, -20.0], [12.0, -20.0], [12.0, -19.0]]","[-0.0836660323113815, -0.08492959154136463]"
"[[12.0, -20.0], [12.0, -20.0], [12.0, -19.0], [11.0, -18.0]]","[-0.18173487031381252, -0.1786677403701818]"
"[[9.0, -17.0], [8.0, -17.0], [8.0, -17.0], [8.0, -17.0]]","[-70.0, 0.0]"
"[[9.0, -17.0], [9.0, -17.0], [8.0, -17.0], [8.0, -16.0]]","[-46.8118805, -41.405]"
"[[9.0, -17.0], [8.0, -17.0], [8.0, -16.0], [8.0, -15.0]]","[-99.99803170000001, -99.99343900000001]"
"[[10.0, -12.0], [9.0, -12.0], [9.0, -12.0], [8.0, -11.0]]","[-72.24126421194585, -73.35324856008609]"
"[[9.0, -12.0], [9.0, -12.0], [8.0, -11.0], [8.0, -10.0]]","[-149.92847780947028, -149.8251785141309]"
"[[9.0, -12.0], [8.0, -11.0], [8.0, -10.0], [8.0, -9.0]]","[-100.0, -100.0]"
"[[8.0, -11.0], [8.0, -10.0], [8.0, -9.0], [8.0, -9.0]]","[0.0, 0.0]"
"[[21.0, -19.0], [21.0, -20.0], [20.0, -20.0], [20.0, -20.0]]","[0.0, 0.0]"
"[[21.0, -20.0], [20.0, -20.0], [20.0, -20.0], [20.0, -19.0]]","[0.0, 0.0]"
"[[20.0, -20.0], [20.0, -20.0], [20.0, -19.0], [19.0, -18.0]]","[0.0, 0.0]"
"[[20.0, -20.0], [20.0, -19.0], [19.0, -18.0], [19.0, -17.0]]","[0.0, 0.0]"
"[[20.0, -19.0], [19.0, -18.0], [19.0, -17.0], [18.0, -17.0]]","[0.0, 0.0]"
"[[15.0, -17.0], [14.0, -17.0], [14.0, -18.0], [14.0, -19.0]]","[0.0, 0.0]"
"[[14.0, -17.0], [14.0, -18.0], [14.0, -19.0], [13.0, -20.0]]","[-2.116175522987792e-05, -0.00023713390872164312]"
"[[14.0, -18.0], [14.0, -19.0], [13.0, -20.0], [13.0, -20.0]]","[-24.5, 0.0]"
"[[14.0, -19.0], [13.0, -20.0], [13.0, -20.0], [12.0, -21.0]]","[-91.0, -70.0]"
"[[13.0, -20.0], [13.0, -20.0], [12.0, -21.0], [12.0, -21.0]]","[0.0, 0.0]"
"[[14.0, -24.0], [13.0, -24.0], [13.0, -25.0], [12.0, -24.0]]","[-7.146129861107246e-05, -0.000449813010092579]"
"[[13.0, -24.0], [13.0, -25.0], [12.0, -24.0], [12.0, -24.0]]","[-0.0005055120588639673, -0.0025243159621230076]"
